,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
2814,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-50,56.0,5-13,38.5,9-13,69.2,37,7,30,0,19,12,3,22,0,22,0,0,0,11,15.0,HOME,66,Iowa State,Cyclones,ISU,401368394,2022,2,2022-02-02
2817,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,24-51,47.1,8-19,42.1,21-30,70.0,37,11,26,0,13,9,7,14,0,14,0,0,0,20,15.0,AWAY,251,Texas,Longhorns,TEX,401368395,2022,2,2022-02-02
2822,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-71,29.6,7-27,25.9,10-14,71.4,37,17,20,0,10,12,3,14,0,14,1,1,0,18,2.0,HOME,2305,Kansas,Jayhawks,KU,401368398,2022,2,2022-02-05
2823,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,32-62,51.6,5-20,25.0,14-18,77.8,46,11,35,0,18,6,6,17,3,17,0,0,0,13,34.0,AWAY,239,Baylor,Bears,BAY,401368398,2022,2,2022-02-05
2828,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,22-59,37.3,4-21,19.0,12-14,85.7,46,13,33,0,8,7,7,12,0,12,0,0,0,17,7.0,HOME,277,West Virginia,Mountaineers,WVU,401368401,2022,2,2022-02-05
2830,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-48,58.3,5-13,38.5,15-23,65.2,31,6,25,0,10,3,5,15,0,15,0,0,0,21,7.0,HOME,251,Texas,Longhorns,TEX,401368402,2022,2,2022-02-08
2836,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-61,47.5,4-17,23.5,13-17,76.5,39,13,26,0,14,9,5,12,0,12,0,0,0,16,15.0,HOME,2306,Kansas State,Wildcats,KSU,401368405,2022,2,2022-02-10
2838,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,21-53,39.6,2-17,11.8,11-14,78.6,26,8,18,0,8,9,2,13,0,13,0,0,0,19,7.0,HOME,201,Oklahoma,Sooners,OU,401368406,2022,2,2022-02-10
2843,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-49,53.1,6-14,42.9,13-23,56.5,32,9,23,0,10,3,5,10,0,10,0,0,0,12,8.0,AWAY,201,Oklahoma,Sooners,OU,401368408,2022,2,2022-02-12
2845,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-52,53.8,5-9,55.6,21-29,72.4,30,5,25,0,14,13,2,11,0,11,0,0,0,13,22.0,AWAY,2628,TCU,Horned Frogs,TCU,401368409,2022,2,2022-02-12
2849,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,26-52,50.0,6-18,33.3,22-27,81.5,42,13,29,0,10,5,7,12,0,12,1,1,0,21,21.0,AWAY,251,Texas,Longhorns,TEX,401368411,2022,2,2022-02-12
2851,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,25-64,39.1,7-28,25.0,19-27,70.4,46,16,30,0,16,7,5,9,0,9,0,0,0,14,26.0,AWAY,197,Oklahoma State,Cowboys,OKST,401368412,2022,2,2022-02-15
2858,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,25-57,43.9,11-29,37.9,12-21,57.1,30,11,19,0,14,8,1,13,1,13,0,0,0,21,8.0,HOME,2641,Texas Tech,Red Raiders,TTU,401368416,2022,2,2022-02-17
2859,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,26-56,46.4,7-21,33.3,24-30,80.0,41,14,27,0,12,10,4,13,0,13,0,0,0,15,13.0,AWAY,239,Baylor,Bears,BAY,401368416,2022,2,2022-02-17
2863,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,24-51,47.1,2-11,18.2,22-29,75.9,29,7,22,0,17,7,3,11,1,11,0,0,0,12,21.0,AWAY,2628,TCU,Horned Frogs,TCU,401368418,2022,2,2022-02-19
2866,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,25-52,48.1,3-11,27.3,18-22,81.8,49,11,38,0,11,4,2,15,0,15,0,0,0,18,13.0,HOME,277,West Virginia,Mountaineers,WVU,401368420,2022,2,2022-02-20
2868,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,19-52,36.5,3-14,21.4,20-29,69.0,45,17,28,0,9,7,2,16,0,16,0,0,0,21,10.0,HOME,251,Texas,Longhorns,TEX,401368421,2022,2,2022-02-19
2870,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,25-68,36.8,9-29,31.0,7-8,87.5,37,13,24,0,12,9,2,12,3,12,0,0,0,13,8.0,HOME,197,Oklahoma State,Cowboys,OKST,401368422,2022,2,2022-02-22
2873,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,41-64,64.1,15-24,62.5,5-9,55.6,32,5,27,0,23,9,0,16,0,16,0,0,0,15,25.0,AWAY,2306,Kansas State,Wildcats,KSU,401368423,2022,2,2022-02-23
2875,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-49,57.1,5-18,27.8,5-9,55.6,31,5,26,0,16,11,3,16,1,16,0,0,0,9,33.0,AWAY,201,Oklahoma,Sooners,OU,401368424,2022,2,2022-02-23
2880,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-70,34.3,7-28,25.0,15-20,75.0,38,16,22,0,16,4,1,5,1,5,1,1,0,22,13.0,HOME,239,Baylor,Bears,BAY,401368427,2022,2,2022-02-27
2881,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,28-58,48.3,3-14,21.4,21-26,80.8,40,9,31,0,14,2,4,8,0,8,0,0,0,18,10.0,AWAY,2305,Kansas,Jayhawks,KU,401368427,2022,2,2022-02-27
2886,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,25-43,58.1,5-15,33.3,11-11,100.0,25,3,22,0,17,8,2,20,2,20,0,0,0,16,11.0,HOME,2628,TCU,Horned Frogs,TCU,401368430,2022,2,2022-02-26
2890,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,22-54,40.7,9-22,40.9,15-20,75.0,39,12,27,0,12,5,3,12,1,12,0,0,0,15,10.0,HOME,251,Texas,Longhorns,TEX,401368432,2022,2,2022-03-01
2893,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,26-53,49.1,4-16,25.0,17-21,81.0,34,8,26,0,13,7,6,12,1,12,0,0,0,14,8.0,AWAY,2306,Kansas State,Wildcats,KSU,401368433,2022,2,2022-03-01
2894,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,22-59,37.3,8-19,42.1,12-16,75.0,35,12,23,0,13,1,3,8,1,8,0,0,0,17,6.0,HOME,2628,TCU,Horned Frogs,TCU,401368434,2022,2,2022-03-02
2905,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,28-56,50.0,16-36,44.4,24-29,82.8,42,15,27,0,21,7,3,13,1,13,0,0,0,13,36.0,AWAY,91,Bellarmine,Knights,BELL,401369133,2022,2,2021-11-10
2909,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,35-68,51.5,4-15,26.7,15-22,68.2,44,20,24,0,20,11,3,12,0,12,0,0,0,17,26.0,AWAY,2454,North Florida,Ospreys,UNF,401369135,2022,2,2021-11-10
2945,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,37-78,47.4,5-21,23.8,13-21,61.9,51,17,34,0,21,21,8,12,0,12,0,0,0,15,46.0,AWAY,2110,Central Arkansas,Bears,CARK,401369153,2022,2,2021-11-18
2951,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,32-60,53.3,11-23,47.8,17-21,81.0,40,14,26,0,21,8,4,13,0,13,0,0,0,15,47.0,AWAY,91,Bellarmine,Knights,BELL,401369156,2022,2,2021-11-20
2979,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,37-78,47.4,6-25,24.0,6-9,66.7,50,18,32,0,23,13,4,15,0,15,0,0,0,7,37.0,AWAY,2454,North Florida,Ospreys,UNF,401369170,2022,2,2021-11-27
3521,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-58,39.7,8-26,30.8,15-17,88.2,36,11,25,0,10,7,3,11,0,11,0,0,0,13,16.0,AWAY,245,Texas A&M,Aggies,TA&M,401369810,2022,2,2021-11-22
3536,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,25-67,37.3,8-24,33.3,13-16,81.3,41,14,27,0,14,8,3,7,0,7,0,0,0,19,25.0,HOME,2633,Tennessee,Volunteers,TENN,401369818,2022,2,2021-11-20
3537,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,19-57,33.3,5-28,17.9,10-13,76.9,39,12,27,0,9,4,3,18,0,18,0,0,0,19,2.0,AWAY,222,Villanova,Wildcats,VILL,401369818,2022,2,2021-11-20
3538,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,34-61,55.7,10-23,43.5,15-22,68.2,31,4,27,0,21,6,2,9,0,9,0,0,0,16,12.0,HOME,153,North Carolina,Tar Heels,UNC,401369819,2022,2,2021-11-20
3539,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,31-69,44.9,12-29,41.4,10-12,83.3,37,12,25,0,13,3,5,14,0,14,0,0,0,20,1.0,AWAY,2509,Purdue,Boilermakers,PUR,401369819,2022,2,2021-11-20
3560,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,34-64,53.1,6-21,28.6,7-11,63.6,42,8,34,0,22,5,4,17,0,17,0,0,0,24,4.0,HOME,150,Duke,Blue Devils,DUKE,401369835,2022,2,2021-11-27
3561,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,31-67,46.3,7-23,30.4,15-25,60.0,31,7,24,0,15,11,5,8,0,8,0,0,0,15,9.0,AWAY,2250,Gonzaga,Bulldogs,GONZ,401369835,2022,2,2021-11-27
3568,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-77,37.7,7-18,38.9,6-7,85.7,44,19,25,0,15,4,3,13,0,13,0,0,0,20,1.0,HOME,150,Duke,Blue Devils,DUKE,401369850,2022,2,2021-11-10
3569,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,31-61,50.8,1-13,7.7,16-23,69.6,36,9,27,0,7,9,5,9,0,9,0,0,0,15,15.0,AWAY,96,Kentucky,Wildcats,UK,401369850,2022,2,2021-11-10
3571,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,31-71,43.7,9-29,31.0,11-13,84.6,42,11,31,0,21,14,3,11,0,11,0,0,0,12,29.0,AWAY,349,Army,Black Knights,ARMY,401369851,2022,2,2021-11-13
3573,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,25-50,50.0,9-23,39.1,8-11,72.7,31,7,24,0,16,6,4,11,1,11,0,0,0,12,13.0,AWAY,2097,Campbell,Fighting Camels,CAMP,401369852,2022,2,2021-11-14
3575,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,36-63,57.1,10-22,45.5,10-14,71.4,41,8,33,0,24,8,7,11,0,11,0,0,0,12,42.0,AWAY,2241,Gardner-Webb,Runnin' Bulldogs,GWEB,401369853,2022,2,2021-11-17
3577,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,36-79,45.6,12-30,40.0,4-7,57.1,50,19,31,0,19,11,5,8,0,8,0,0,0,10,35.0,AWAY,322,Lafayette,Leopards,LAF,401369854,2022,2,2021-11-20
3579,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,36-74,48.6,8-30,26.7,27-29,93.1,46,18,28,0,25,8,5,3,0,3,0,0,0,13,27.0,AWAY,2643,The Citadel,Bulldogs,CIT,401369855,2022,2,2021-11-23
3580,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,25-65,38.5,4-14,28.6,12-16,75.0,36,9,27,0,11,6,2,7,0,7,0,0,0,23,15.0,HOME,194,Ohio State,Buckeyes,OSU,401369856,2022,2,2021-12-01
3583,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,33-59,55.9,15-27,55.6,22-24,91.7,39,6,33,0,23,11,9,16,1,16,0,0,0,9,47.0,AWAY,2569,South Carolina State,Bulldogs,SCST,401369857,2022,2,2021-12-15
3585,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,33-58,56.9,15-30,50.0,11-13,84.6,30,7,23,0,21,6,4,9,0,9,2,2,0,14,25.0,AWAY,2026,Appalachian State,Mountaineers,APP,401369858,2022,2,2021-12-17
3587,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,29-54,53.7,5-15,33.3,13-16,81.3,32,8,24,0,10,8,6,11,1,11,0,0,0,15,14.0,AWAY,259,Virginia Tech,Hokies,VT,401369860,2022,2,2021-12-23
3589,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,19-51,37.3,5-16,31.3,26-40,65.0,48,14,34,0,11,3,8,10,0,10,0,0,0,14,15.0,AWAY,59,Georgia Tech,Yellow Jackets,GT,401369861,2022,2,2022-01-05
3591,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,27-59,45.8,6-21,28.6,14-17,82.4,44,13,31,0,19,2,9,17,0,17,0,0,0,14,8.0,AWAY,2390,Miami,Hurricanes,MIA,401369862,2022,2,2022-01-09
3593,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,35-60,58.3,4-13,30.8,14-24,58.3,38,15,23,0,23,8,10,12,0,12,0,0,0,10,19.0,AWAY,152,NC State,Wolfpack,NCST,401369863,2022,2,2022-01-15
3595,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,30-63,47.6,14-37,37.8,5-7,71.4,45,13,32,0,25,6,3,15,2,15,0,0,0,12,31.0,AWAY,183,Syracuse,Orange,SYR,401369864,2022,2,2022-01-22
3597,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,25-52,48.1,10-20,50.0,11-13,84.6,31,3,28,0,18,4,4,12,0,12,0,0,0,10,7.0,AWAY,228,Clemson,Tigers,CLEM,401369865,2022,2,2022-01-26
3599,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,22-52,42.3,6-17,35.3,18-22,81.8,39,13,26,0,14,3,9,15,1,15,1,1,0,12,3.0,AWAY,258,Virginia,Cavaliers,UVA,401369866,2022,2,2022-02-08
3601,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,26-61,42.6,8-23,34.8,16-19,84.2,37,10,27,0,17,7,5,11,1,11,1,1,0,13,19.0,AWAY,154,Wake Forest,Demon Deacons,WAKE,401369867,2022,2,2022-02-16
3603,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,32-62,51.6,11-28,39.3,13-17,76.5,41,15,26,0,25,8,6,11,0,11,0,0,0,13,24.0,AWAY,52,Florida State,Seminoles,FSU,401369868,2022,2,2022-02-19
3615,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,35-59,59.3,12-25,48.0,11-14,78.6,36,10,26,0,23,5,5,13,0,13,0,0,0,8,28.0,AWAY,52,Florida State,Seminoles,FSU,401369875,2022,2,2021-12-01
3626,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,27-55,49.1,10-23,43.5,14-18,77.8,37,7,30,0,20,2,5,15,0,15,0,0,0,19,6.0,HOME,52,Florida State,Seminoles,FSU,401369882,2022,2,2022-01-19
3646,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-54,42.6,9-24,37.5,15-22,68.2,28,8,20,0,13,4,5,8,0,8,0,0,0,18,10.0,HOME,59,Georgia Tech,Yellow Jackets,GT,401369894,2022,2,2021-12-02
3648,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,31-55,56.4,10-17,58.8,7-8,87.5,33,7,26,0,21,8,2,14,0,14,0,0,0,13,19.0,HOME,59,Georgia Tech,Yellow Jackets,GT,401369895,2022,2,2021-12-05
3686,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,32-61,52.5,11-23,47.8,16-19,84.2,42,7,35,0,17,6,2,9,0,9,0,0,0,16,36.0,HOME,103,Boston College,Eagles,BC,401369917,2022,2,2022-01-02
3696,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,26-56,46.4,7-21,33.3,13-17,76.5,41,13,28,0,8,5,5,13,0,13,0,0,0,16,21.0,HOME,103,Boston College,Eagles,BC,401369922,2022,2,2022-02-12
3724,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-58,50.0,8-24,33.3,13-17,76.5,35,9,26,0,17,4,3,14,1,14,1,1,0,17,9.0,HOME,228,Clemson,Tigers,CLEM,401369938,2022,2,2022-02-08
3731,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,29-55,52.7,8-21,38.1,17-28,60.7,37,6,31,0,15,7,3,12,0,12,0,0,0,20,26.0,AWAY,2352,Loyola (MD),Greyhounds,L-MD,401369943,2022,2,2021-11-10
3733,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,32-62,51.6,9-21,42.9,21-28,75.0,39,13,26,0,16,2,6,7,0,7,0,0,0,14,8.0,AWAY,225,Brown,Bears,BRWN,401369944,2022,2,2021-11-13
3734,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,32-59,54.2,7-20,35.0,23-32,71.9,49,7,42,0,19,4,9,17,0,17,0,0,0,19,12.0,HOME,232,Charleston,Cougars,COFC,401369945,2022,2,2021-11-17
3737,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,27-55,49.1,7-14,50.0,11-13,84.6,51,13,38,0,15,6,3,18,2,18,0,0,0,13,22.0,AWAY,2427,UNC Asheville,Bulldogs,UNCA,401369946,2022,2,2021-11-24
3738,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,20-57,35.1,5-16,31.3,6-6,100.0,35,8,27,0,9,3,1,13,0,13,0,0,0,10,5.0,HOME,153,North Carolina,Tar Heels,UNC,401369947,2022,2,2021-12-02
3739,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,31-67,46.3,8-19,42.1,2-3,66.7,38,10,28,0,13,6,3,6,0,6,0,0,0,8,25.0,AWAY,130,Michigan,Wolverines,MICH,401369947,2022,2,2021-12-02
