,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
2002,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,23-62,37.1,4-22,18.2,13-16,81.3,37,13,24,0,5,4,6,13,0,13,0,0,0,18,0.0,HOME,2724,Wichita State,Shockers,WICH,401083379,2019,2,2018-12-02
2004,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,22-51,43.1,4-19,21.1,10-20,50.0,51,19,32,0,10,7,3,20,0,20,0,0,0,17,11.0,HOME,12,Arizona,Wildcats,ARIZ,401083380,2019,2,2018-12-16
2007,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-55,38.2,4-24,16.7,12-21,57.1,39,14,25,0,11,14,5,18,1,18,0,0,0,16,10.0,AWAY,2617,Stephen F. Austin,Lumberjacks,SFA,401083381,2019,2,2018-12-19
2009,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-44,47.7,4-15,26.7,11-18,61.1,33,11,22,0,14,7,2,17,1,17,0,0,0,14,16.0,AWAY,2483,Oregon,Ducks,ORE,401083382,2019,2,2018-12-22
2011,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,31-59,52.5,10-25,40.0,12-19,63.2,42,11,31,0,22,14,12,14,0,14,0,0,0,13,45.0,AWAY,2443,New Orleans,Privateers,UNO,401083383,2019,2,2018-12-29
2012,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-59,49.2,4-16,25.0,19-27,70.4,33,11,22,0,19,6,1,11,0,11,1,1,0,23,0.0,HOME,2628,TCU,Horned Frogs,TCU,401083384,2019,2,2019-01-05
2015,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,24-55,43.6,8-23,34.8,17-20,85.0,33,10,23,0,12,6,3,10,0,10,0,0,0,14,8.0,AWAY,66,Iowa State,Cyclones,ISU,401083385,2019,2,2019-01-09
2016,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-44,54.5,9-16,56.3,16-27,59.3,30,4,26,0,13,6,11,14,0,14,0,0,0,19,23.0,HOME,239,Baylor,Bears,BAY,401083386,2019,2,2019-01-12
2017,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,25-75,33.3,9-31,29.0,9-15,60.0,49,26,23,0,13,9,3,14,0,14,0,0,0,23,2.0,AWAY,2305,Kansas,Jayhawks,KU,401083386,2019,2,2019-01-12
2018,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,23-55,41.8,15-25,60.0,12-15,80.0,36,12,24,0,16,5,6,13,0,13,0,0,0,17,5.0,HOME,197,Oklahoma State,Cowboys,OKST,401083387,2019,2,2019-01-15
2020,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,21-45,46.7,5-15,33.3,15-19,78.9,29,8,21,0,12,8,3,17,0,17,0,0,0,18,13.0,HOME,239,Baylor,Bears,BAY,401083388,2019,2,2019-01-19
2021,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,24-58,41.4,11-29,37.9,14-16,87.5,31,12,19,0,16,10,1,13,0,13,0,0,0,17,13.0,AWAY,2641,Texas Tech,Red Raiders,TTU,401083388,2019,2,2019-01-19
2022,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-58,50.0,8-27,29.6,19-31,61.3,45,16,29,0,17,7,0,18,0,18,1,1,0,26,21.0,HOME,277,West Virginia,Mountaineers,WVU,401083389,2019,2,2019-01-22
2024,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,31-57,54.4,10-20,50.0,5-11,45.5,39,8,31,0,17,9,5,12,0,12,0,0,0,19,30.0,HOME,201,Oklahoma,Sooners,OU,401083390,2019,2,2019-01-29
2027,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,35-63,55.6,15-28,53.6,5-8,62.5,40,15,25,0,21,1,10,10,0,10,0,0,0,15,29.0,AWAY,2628,TCU,Horned Frogs,TCU,401083391,2019,2,2019-02-03
2028,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,28-57,49.1,7-18,38.9,9-15,60.0,29,10,19,0,13,5,1,14,0,14,1,1,0,28,2.0,HOME,251,Texas,Longhorns,TEX,401083392,2019,2,2019-02-07
2031,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,25-56,44.6,6-24,25.0,7-11,63.6,32,15,17,0,13,5,7,13,0,13,0,0,0,17,7.0,AWAY,2306,Kansas State,Wildcats,KSU,401083393,2019,2,2019-02-09
2033,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-54,38.9,10-22,45.5,7-10,70.0,34,11,23,0,15,5,5,10,0,10,0,0,0,14,11.0,AWAY,201,Oklahoma,Sooners,OU,401083394,2019,2,2019-02-12
2034,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,17-49,34.7,9-25,36.0,18-28,64.3,34,15,19,0,6,4,3,19,0,19,0,0,0,26,2.0,HOME,2641,Texas Tech,Red Raiders,TTU,401083395,2019,2,2019-02-16
2035,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,22-54,40.7,12-29,41.4,30-35,85.7,30,13,17,0,12,7,5,9,1,9,0,0,0,25,25.0,AWAY,239,Baylor,Bears,BAY,401083395,2019,2,2019-02-16
2036,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-67,43.3,10-28,35.7,5-7,71.4,44,18,26,0,16,3,3,9,0,9,0,0,0,14,10.0,HOME,66,Iowa State,Cyclones,ISU,401083396,2019,2,2019-02-20
2039,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,24-53,45.3,8-21,38.1,26-35,74.3,37,11,26,0,12,3,3,10,0,10,1,1,0,23,10.0,AWAY,277,West Virginia,Mountaineers,WVU,401083397,2019,2,2019-02-23
2041,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,26-62,41.9,12-24,50.0,20-24,83.3,42,19,23,0,17,4,7,11,0,11,1,1,0,13,4.0,AWAY,251,Texas,Longhorns,TEX,401083398,2019,2,2019-02-28
2042,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-44,47.7,6-16,37.5,12-20,60.0,37,7,30,0,13,9,1,19,0,19,0,0,0,23,3.0,HOME,2306,Kansas State,Wildcats,KSU,401083399,2019,2,2019-03-03
2045,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,21-60,35.0,7-24,29.2,15-22,68.2,45,9,36,0,16,4,3,10,1,10,0,0,0,17,8.0,AWAY,197,Oklahoma State,Cowboys,OKST,401083400,2019,2,2019-03-07
2046,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,24-67,35.8,6-31,19.4,16-24,66.7,43,18,25,0,7,7,3,13,0,13,0,0,0,22,2.0,HOME,2305,Kansas,Jayhawks,KU,401083401,2019,2,2019-03-09
2047,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-59,44.1,6-16,37.5,20-30,66.7,43,12,31,0,14,7,6,12,0,12,0,0,0,19,14.0,AWAY,239,Baylor,Bears,BAY,401083401,2019,2,2019-03-09
2066,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-56,42.9,6-20,30.0,6-11,54.5,41,13,28,0,12,6,1,24,1,24,1,1,0,10,4.0,HOME,66,Iowa State,Cyclones,ISU,401083411,2019,2,2019-01-05
2071,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,26-63,41.3,6-18,33.3,6-15,40.0,37,9,28,0,6,4,5,9,0,9,0,0,0,15,4.0,AWAY,66,Iowa State,Cyclones,ISU,401083413,2019,2,2019-01-17
2075,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,33-64,51.6,6-14,42.9,8-13,61.5,38,11,27,0,10,7,3,11,0,11,0,0,0,17,8.0,AWAY,66,Iowa State,Cyclones,ISU,401083415,2019,2,2019-01-22
2094,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-65,43.1,11-26,42.3,13-13,100.0,37,10,27,0,13,8,5,9,0,9,0,0,0,19,7.0,HOME,66,Iowa State,Cyclones,ISU,401083425,2019,2,2019-03-09
2115,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,17-38,44.7,6-19,31.6,23-31,74.2,32,5,27,0,9,5,8,19,2,19,1,1,0,22,16.0,AWAY,2306,Kansas State,Wildcats,KSU,401083435,2019,2,2019-01-05
2122,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,16-49,32.7,5-23,21.7,8-11,72.7,25,7,18,0,7,10,2,13,1,13,0,0,0,19,2.0,HOME,2306,Kansas State,Wildcats,KSU,401083439,2019,2,2019-01-23
2128,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-52,46.2,7-20,35.0,12-16,75.0,36,11,25,0,11,9,4,23,0,23,0,0,0,23,6.0,HOME,2306,Kansas State,Wildcats,KSU,401083442,2019,2,2019-02-06
2137,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,21-53,39.6,8-24,33.3,14-19,73.7,41,12,29,0,14,6,6,10,0,10,0,0,0,8,16.0,AWAY,2306,Kansas State,Wildcats,KSU,401083446,2019,2,2019-02-26
2158,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,21-55,38.2,3-18,16.7,17-24,70.8,31,9,22,0,5,12,4,13,0,13,0,0,0,25,9.0,HOME,277,West Virginia,Mountaineers,WVU,401083462,2019,2,2019-01-03
2166,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,24-55,43.6,5-16,31.3,11-13,84.6,34,9,25,0,6,7,1,18,0,18,0,0,0,15,6.0,HOME,277,West Virginia,Mountaineers,WVU,401083466,2019,2,2019-01-19
2171,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,30-57,52.6,8-22,36.4,13-20,65.0,35,12,23,0,20,13,4,21,1,21,0,0,0,29,39.0,AWAY,277,West Virginia,Mountaineers,WVU,401083468,2019,2,2019-02-05
2175,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-53,52.8,8-20,40.0,14-18,77.8,31,6,25,0,17,7,6,19,0,19,0,0,0,16,36.0,AWAY,277,West Virginia,Mountaineers,WVU,401083470,2019,2,2019-02-16
2183,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,34-57,59.6,9-22,40.9,10-13,76.9,35,11,24,0,19,13,11,14,1,14,0,0,0,16,50.0,AWAY,2916,Incarnate Word,Cardinals,UIW,401083474,2019,2,2018-11-07
2185,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,32-64,50.0,8-19,42.1,12-21,57.1,50,19,31,0,21,1,3,9,0,9,0,0,0,11,36.0,AWAY,2400,Mississippi Valley State,Delta Devils,MVSU,401083475,2019,2,2018-11-10
2187,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,22-52,42.3,5-19,26.3,10-16,62.5,38,5,33,0,12,6,5,12,1,12,0,0,0,19,,AWAY,2545,SE Louisiana,Lions,SELA,401083476,2019,2,2018-11-14
2189,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,25-53,47.2,6-15,40.0,22-30,73.3,28,5,23,0,13,10,2,11,0,11,0,0,0,13,15.0,AWAY,30,USC,Trojans,USC,401083477,2019,2,2018-11-20
2191,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,37-61,60.7,10-16,62.5,9-12,75.0,31,5,26,0,21,10,6,6,0,6,0,0,0,22,31.0,AWAY,2458,Northern Colorado,Bears,UNCO,401083478,2019,2,2018-11-24
2192,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,26-53,49.1,4-13,30.8,22-30,73.3,36,11,25,0,18,8,11,17,0,17,0,0,0,22,11.0,HOME,235,Memphis,Tigers,MEM,401083479,2019,2,2018-12-01
2195,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,26-62,41.9,3-15,20.0,10-20,50.0,41,16,25,0,20,8,4,13,0,13,0,0,0,18,25.0,AWAY,2029,Arkansas-Pine Bluff,Golden Lions,UAPB,401083480,2019,2,2018-12-06
2197,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,29-60,48.3,10-23,43.5,11-17,64.7,41,10,31,0,16,8,6,12,0,12,0,0,0,20,47.0,AWAY,2466,Northwestern State,Demons,NWST,401083481,2019,2,2018-12-13
2199,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,30-54,55.6,7-22,31.8,15-21,71.4,39,7,32,0,17,6,2,10,0,10,0,0,0,21,39.0,AWAY,2000,Abilene Christian,Wildcats,ACU,401083482,2019,2,2018-12-16
2201,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-52,53.8,4-14,28.6,11-16,68.8,34,9,25,0,16,11,2,15,1,15,0,0,0,13,26.0,AWAY,292,UT Rio Grande Valley,Vaqueros,UTRGV,401083483,2019,2,2018-12-29
2203,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,22-49,44.9,5-19,26.3,17-17,100.0,31,3,28,0,11,8,8,14,2,14,0,0,0,14,7.0,AWAY,201,Oklahoma,Sooners,OU,401083484,2019,2,2019-01-09
2204,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,24-54,44.4,7-19,36.8,13-17,76.5,30,7,23,0,14,6,7,9,0,9,0,0,0,12,10.0,HOME,251,Texas,Longhorns,TEX,401083485,2019,2,2019-01-12
2207,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,32-59,54.2,9-21,42.9,11-14,78.6,31,9,22,0,20,3,2,7,0,7,0,0,0,17,20.0,AWAY,2628,TCU,Horned Frogs,TCU,401083486,2019,2,2019-01-29
2208,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,22-64,34.4,6-28,21.4,13-22,59.1,42,13,29,0,8,7,5,11,1,11,1,1,0,15,0.0,HOME,2305,Kansas,Jayhawks,KU,401083487,2019,2,2019-02-02
2209,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,27-59,45.8,13-30,43.3,12-19,63.2,39,7,32,0,19,6,3,13,0,13,1,1,0,18,24.0,AWAY,2641,Texas Tech,Red Raiders,TTU,401083487,2019,2,2019-02-02
2210,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,23-54,42.6,10-22,45.5,10-12,83.3,38,9,29,0,15,7,7,14,0,14,0,0,0,18,23.0,HOME,201,Oklahoma,Sooners,OU,401083488,2019,2,2019-02-09
2212,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,29-56,51.8,12-25,48.0,8-10,80.0,30,6,24,0,17,8,4,7,0,7,0,0,0,14,37.0,HOME,197,Oklahoma State,Cowboys,OKST,401083489,2019,2,2019-02-14
2214,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,22-48,45.8,9-21,42.9,9-12,75.0,23,5,18,0,8,3,2,13,0,13,0,0,0,17,0.0,HOME,2641,Texas Tech,Red Raiders,TTU,401083490,2019,2,2019-02-24
2215,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,34-56,60.7,16-26,61.5,7-13,53.8,30,9,21,0,19,5,2,8,0,8,0,0,0,11,33.0,AWAY,2305,Kansas,Jayhawks,KU,401083490,2019,2,2019-02-24
2217,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,28-67,41.8,3-19,15.8,25-32,78.1,44,12,32,0,11,5,4,7,1,7,0,0,0,16,14.0,AWAY,197,Oklahoma State,Cowboys,OKST,401083491,2019,2,2019-02-28
2218,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,33-58,56.9,8-21,38.1,7-8,87.5,33,10,23,0,22,6,5,12,0,12,0,0,0,11,23.0,HOME,2628,TCU,Horned Frogs,TCU,401083492,2019,2,2019-03-02
2221,Texas Tech,s:40~l:41~t:2641,231f20,C80025,Texas Tech Red Raiders,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,Texas Tech,2641,TTU,texas-tech-red-raiders,25-50,50.0,9-18,50.0,11-16,68.8,33,4,29,0,12,7,8,7,1,7,1,1,0,18,21.0,AWAY,251,Texas,Longhorns,TEX,401083493,2019,2,2019-03-05
2239,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,29-54,53.7,11-22,50.0,11-21,52.4,31,6,25,0,14,5,1,4,0,4,0,0,0,12,10.0,AWAY,251,Texas,Longhorns,TEX,401083502,2019,2,2019-01-15
2244,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,22-51,43.1,6-18,33.3,13-16,81.3,27,8,19,0,10,8,4,13,3,13,0,0,0,20,0.0,HOME,251,Texas,Longhorns,TEX,401083505,2019,2,2019-01-30
2271,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-60,43.3,5-21,23.8,20-27,74.1,34,11,23,0,13,10,2,12,0,12,0,0,0,13,11.0,AWAY,2628,TCU,Horned Frogs,TCU,401083520,2019,2,2019-01-10
2276,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-68,41.2,9-30,30.0,17-23,73.9,49,12,37,0,13,5,5,15,0,15,0,0,0,22,12.0,HOME,2628,TCU,Horned Frogs,TCU,401083523,2019,2,2019-02-12
2303,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,31-62,50.0,11-29,37.9,11-15,73.3,38,15,23,0,14,5,3,8,0,8,0,0,0,15,19.0,AWAY,197,Oklahoma State,Cowboys,OKST,401083536,2019,2,2019-02-09
2304,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,22-56,39.3,8-23,34.8,20-23,87.0,41,11,30,0,14,6,3,15,0,15,0,0,0,14,7.0,HOME,197,Oklahoma State,Cowboys,OKST,401083537,2019,2,2019-03-02
2319,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,26-63,41.3,4-21,19.0,14-22,63.6,42,12,30,0,10,11,6,14,0,14,0,0,0,17,15.0,AWAY,201,Oklahoma,Sooners,OU,401083544,2019,2,2019-01-03
2322,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,27-66,40.9,7-31,22.6,7-11,63.6,41,12,29,0,8,4,1,15,0,15,0,0,0,18,0.0,HOME,201,Oklahoma,Sooners,OU,401083546,2019,2,2019-03-06
2325,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,33-63,52.4,12-19,63.2,6-10,60.0,38,8,30,0,19,7,2,13,0,13,0,0,0,18,18.0,AWAY,261,Vermont,Catamounts,UVM,401083547,2019,2,2018-11-13
