,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
1496,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-56,55.4,4-9,44.4,14-20,70.0,29,4,25,0,14,4,7,7,1,7,0,0,0,18,8.0,HOME,145,Ole Miss,Rebels,MISS,401083103,2019,2,2019-03-06
1524,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-56,48.2,16-38,42.1,8-13,61.5,35,7,28,0,13,7,4,19,0,19,1,1,0,23,16.0,HOME,99,LSU,Tigers,LSU,401083117,2019,2,2019-02-09
1527,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-60,41.7,5-19,26.3,16-23,69.6,39,15,24,0,14,3,1,9,0,9,0,0,0,17,10.0,AWAY,99,LSU,Tigers,LSU,401083118,2019,2,2019-02-13
1537,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-54,44.4,4-14,28.6,19-27,70.4,48,18,30,0,11,5,6,19,0,19,0,0,0,15,12.0,AWAY,79,Southern Illinois,Salukis,SIU,401083123,2019,2,2018-11-10
1539,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,33-62,53.2,6-13,46.2,24-30,80.0,45,19,26,0,15,12,5,13,0,13,1,1,0,15,38.0,AWAY,155,North Dakota,Fighting Hawks,UND,401083124,2019,2,2018-11-15
1541,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-59,49.2,5-14,35.7,29-35,82.9,43,18,25,0,15,6,6,11,0,11,0,0,0,12,19.0,AWAY,2678,VMI,Keydets,VMI,401083125,2019,2,2018-11-18
1543,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-55,56.4,7-18,38.9,18-24,75.0,37,7,30,0,20,8,6,19,0,19,0,0,0,16,26.0,AWAY,2737,Winthrop,Eagles,WIN,401083126,2019,2,2018-11-21
1545,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,23-52,44.2,4-15,26.7,27-41,65.9,37,14,23,0,8,4,5,14,0,14,1,1,0,14,20.0,AWAY,2634,Tennessee State,Tigers,TNST,401083127,2019,2,2018-11-24
1547,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,30-53,56.6,10-24,41.7,20-23,87.0,40,9,31,0,15,8,5,14,0,14,0,0,0,16,47.0,AWAY,2405,Monmouth,Hawks,MONM,401083128,2019,2,2018-11-29
1549,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,28-58,48.3,5-12,41.7,17-24,70.8,46,15,31,0,12,5,4,17,0,17,0,0,0,15,17.0,AWAY,2430,UNC Greensboro,Spartans,UNCG,401083129,2019,2,2018-12-01
1551,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,27-62,43.5,5-20,25.0,24-30,80.0,38,13,25,0,14,3,7,15,0,15,0,0,0,21,8.0,AWAY,2550,Seton Hall,Pirates,HALL,401083130,2019,2,2018-12-08
1553,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,34-58,58.6,12-21,57.1,8-12,66.7,23,7,16,0,13,6,5,6,0,6,0,0,0,10,28.0,AWAY,254,Utah,Utes,UTAH,401083131,2019,2,2018-12-15
1555,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-56,51.8,6-18,33.3,21-23,91.3,28,7,21,0,16,11,5,12,0,12,1,1,0,13,14.0,AWAY,245,Texas A&M,Aggies,TA&M,401083132,2019,2,2019-01-09
1556,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,28-64,43.8,4-11,36.4,9-11,81.8,43,14,29,0,14,8,4,10,1,10,0,0,0,14,20.0,HOME,61,Georgia,Bulldogs,UGA,401083133,2019,2,2019-01-16
1558,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,26-48,54.2,6-15,40.0,24-33,72.7,33,9,24,0,14,7,2,13,0,13,1,1,0,20,17.0,HOME,2,Auburn,Tigers,AUB,401083134,2019,2,2019-01-19
1559,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,26-56,46.4,13-30,43.3,15-20,75.0,26,7,19,0,17,5,4,11,0,11,1,1,0,25,3.0,AWAY,96,Kentucky,Wildcats,UK,401083134,2019,2,2019-01-19
1560,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,23-63,36.5,9-23,39.1,8-11,72.7,36,9,27,0,9,4,2,8,0,8,0,0,0,21,10.0,HOME,96,Kentucky,Wildcats,UK,401083135,2019,2,2019-01-26
1561,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-64,39.1,4-18,22.2,17-23,73.9,49,17,32,0,14,4,8,11,0,11,0,0,0,13,10.0,AWAY,2305,Kansas,Jayhawks,KU,401083135,2019,2,2019-01-26
1562,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,23-56,41.1,6-21,28.6,13-16,81.3,46,14,32,0,13,4,2,12,0,12,0,0,0,12,11.0,HOME,57,Florida,Gators,FLA,401083136,2019,2,2019-02-02
1564,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,19-58,32.8,8-27,29.6,7-11,63.6,24,8,16,0,8,6,1,9,0,9,0,0,0,12,2.0,HOME,96,Kentucky,Wildcats,UK,401083137,2019,2,2019-02-23
1565,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,30-55,54.5,11-24,45.8,9-12,75.0,43,9,34,0,15,5,7,11,1,11,0,0,0,10,33.0,AWAY,2,Auburn,Tigers,AUB,401083137,2019,2,2019-02-23
1567,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,19-46,41.3,2-7,28.6,26-32,81.3,39,11,28,0,9,3,2,11,1,11,0,0,0,17,13.0,AWAY,57,Florida,Gators,FLA,401083138,2019,2,2019-03-09
1587,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,34-68,50.0,12-25,48.0,13-17,76.5,39,17,22,0,16,9,4,12,0,12,0,0,0,20,18.0,AWAY,61,Georgia,Bulldogs,UGA,401083148,2019,2,2019-01-12
1594,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-64,45.3,11-31,35.5,9-11,81.8,28,13,15,0,13,8,3,7,0,7,0,0,0,16,14.0,HOME,61,Georgia,Bulldogs,UGA,401083152,2019,2,2019-02-28
1617,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,38-74,51.4,18-38,47.4,7-14,50.0,42,19,23,0,24,9,8,13,0,13,0,0,0,21,50.0,AWAY,6,South Alabama,Jaguars,USA,401083163,2019,2,2018-11-07
1619,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-70,41.4,12-31,38.7,18-23,78.3,41,19,22,0,16,8,4,11,0,11,0,0,0,20,30.0,AWAY,264,Washington,Huskies,WASH,401083164,2019,2,2018-11-10
1621,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,37-80,46.3,8-33,24.2,21-32,65.6,66,23,43,0,14,14,7,11,0,11,0,0,0,14,58.0,AWAY,2401,Mississippi College,Choctaws,MIS,401083165,2019,2,2018-11-15
1622,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,30-66,45.5,11-35,31.4,17-24,70.8,35,12,23,0,16,10,7,12,0,12,0,0,0,23,12.0,HOME,2752,Xavier,Musketeers,XAV,401083166,2019,2,2018-11-19
1625,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,36-75,48.0,15-31,48.4,12-20,60.0,47,19,28,0,25,16,8,13,0,13,0,0,0,17,55.0,AWAY,2612,Saint Peter's,Peacocks,SPU,401083167,2019,2,2018-11-29
1627,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,23-48,47.9,9-25,36.0,12-18,66.7,32,8,24,0,19,13,12,19,0,19,0,0,0,16,32.0,AWAY,2427,UNC Asheville,Bulldogs,UNCA,401083168,2019,2,2018-12-05
1629,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,28-61,45.9,12-33,36.4,14-17,82.4,27,11,16,0,17,10,9,10,0,10,0,0,0,10,19.0,AWAY,2168,Dayton,Flyers,DAY,401083169,2019,2,2018-12-09
1630,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,22-57,38.6,4-22,18.2,27-34,79.4,40,14,26,0,10,2,7,10,0,10,1,1,0,17,6.0,HOME,5,UAB,Blazers,UAB,401083170,2019,2,2018-12-16
1633,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,34-64,53.1,13-33,39.4,12-20,60.0,32,14,18,0,19,10,5,14,0,14,0,0,0,19,14.0,AWAY,93,Murray State,Racers,MUR,401083171,2019,2,2018-12-22
1635,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,34-72,47.2,9-26,34.6,18-27,66.7,39,19,20,0,23,20,7,13,0,13,0,0,0,16,48.0,AWAY,2454,North Florida,Ospreys,UNF,401083172,2019,2,2018-12-29
1636,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,32-76,42.1,13-34,38.2,8-10,80.0,50,20,30,0,16,10,7,10,0,10,0,0,0,21,20.0,HOME,245,Texas A&M,Aggies,TA&M,401083173,2019,2,2019-01-17
1666,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,26-53,49.1,12-26,46.2,16-18,88.9,30,9,21,0,12,3,3,8,0,8,0,0,0,12,13.0,HOME,2086,Butler,Bulldogs,BUT,401083207,2019,2,2019-01-23
1685,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,26-50,52.0,9-22,40.9,14-19,73.7,37,5,32,0,15,3,4,9,0,9,0,0,0,8,23.0,AWAY,2086,Butler,Bulldogs,BUT,401083216,2019,2,2019-03-02
1698,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,35-67,52.2,11-29,37.9,22-27,81.5,41,12,29,0,18,7,3,8,0,8,0,0,0,13,12.0,HOME,156,Creighton,Bluejays,CREI,401083223,2019,2,2018-12-01
1712,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,31-58,53.4,12-27,44.4,16-19,84.2,34,7,27,0,20,8,2,10,1,10,0,0,0,13,13.0,HOME,156,Creighton,Bluejays,CREI,401083230,2019,2,2019-01-13
1723,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,21-56,37.5,10-34,29.4,14-22,63.6,37,14,23,0,14,5,4,8,2,8,0,0,0,12,10.0,AWAY,156,Creighton,Bluejays,CREI,401083235,2019,2,2019-02-07
1747,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,28-58,48.3,5-10,50.0,16-24,66.7,38,10,28,0,10,6,5,8,0,8,0,0,0,15,14.0,AWAY,269,Marquette,Golden Eagles,MARQ,401083247,2019,2,2018-11-22
1776,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,23-57,40.4,9-29,31.0,10-15,66.7,30,10,20,0,10,9,3,8,1,8,0,0,0,10,3.0,HOME,269,Marquette,Golden Eagles,MARQ,401083262,2019,2,2019-02-09
1783,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,20-58,34.5,9-32,28.1,18-26,69.2,33,15,18,0,14,4,3,7,0,7,0,0,0,15,12.0,AWAY,269,Marquette,Golden Eagles,MARQ,401083265,2019,2,2019-02-28
1821,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,24-57,42.1,9-31,29.0,20-31,64.5,45,9,36,0,13,4,3,8,0,8,0,0,0,18,14.0,AWAY,46,Georgetown,Hoyas,GTWN,401083284,2019,2,2019-02-03
1826,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,25-65,38.5,9-38,23.7,14-19,73.7,33,12,21,0,16,6,2,9,1,9,0,0,0,19,2.0,HOME,46,Georgetown,Hoyas,GTWN,401083287,2019,2,2019-02-20
1851,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,23-55,41.8,11-32,34.4,16-18,88.9,24,5,19,0,14,8,1,6,0,6,0,0,0,13,6.0,AWAY,305,DePaul,Blue Demons,DEP,401083299,2019,2,2019-01-03
1860,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,31-66,47.0,15-35,42.9,9-15,60.0,35,14,21,0,16,5,2,3,2,3,0,0,0,14,17.0,HOME,305,DePaul,Blue Demons,DEP,401083304,2019,2,2019-01-31
1888,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,23-51,45.1,7-22,31.8,12-15,80.0,36,7,29,0,8,8,2,16,3,16,0,0,0,25,21.0,HOME,2507,Providence,Friars,PROV,401083318,2019,2,2019-01-05
1899,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,28-54,51.9,10-23,43.5,19-26,73.1,29,10,19,0,19,5,5,11,0,11,0,0,0,20,18.0,AWAY,2507,Providence,Friars,PROV,401083323,2019,2,2019-02-13
1919,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,28-58,48.3,17-42,40.5,7-13,53.8,36,10,26,0,16,9,4,14,0,14,0,0,0,16,35.0,AWAY,2550,Seton Hall,Pirates,HALL,401083333,2019,2,2019-01-27
1924,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,23-47,48.9,13-27,48.1,16-18,88.9,30,8,22,0,11,2,4,14,2,14,0,0,0,21,0.0,HOME,2550,Seton Hall,Pirates,HALL,401083336,2019,2,2019-03-09
1945,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,24-54,44.4,12-32,37.5,16-22,72.7,39,9,30,0,14,5,2,10,0,10,0,0,0,10,5.0,AWAY,2599,St. John's,Red Storm,SJU,401083346,2019,2,2019-01-09
1946,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,18-54,33.3,11-35,31.4,18-24,75.0,43,11,32,0,14,5,1,16,0,16,1,1,0,23,19.0,HOME,2599,St. John's,Red Storm,SJU,401083347,2019,2,2019-02-17
1953,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,34-67,50.7,12-37,32.4,20-27,74.1,45,16,29,0,21,5,9,14,0,14,0,0,0,13,23.0,AWAY,2415,Morgan St,Bears,MORG,401083350,2019,2,2018-11-07
1955,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,32-68,47.1,12-32,37.5,10-16,62.5,50,20,30,0,20,5,8,11,1,11,0,0,0,18,37.0,AWAY,2514,Quinnipiac,Bobcats,QUIN,401083351,2019,2,2018-11-11
1957,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,24-71,33.8,14-44,31.8,6-11,54.5,40,14,26,0,14,6,9,14,2,14,0,0,0,19,10.0,AWAY,231,Furman,Paladins,FUR,401083352,2019,2,2018-11-17
1958,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,29-60,48.3,10-31,32.3,15-20,75.0,51,18,33,0,12,8,3,17,3,17,0,0,0,20,29.0,HOME,2099,Canisius,Golden Griffins,CAN,401083353,2019,2,2018-11-22
1960,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,27-49,55.1,12-21,57.1,19-23,82.6,22,6,16,0,17,5,2,10,0,10,0,0,0,11,7.0,HOME,2325,La Salle,Explorers,LAS,401083354,2019,2,2018-12-01
1963,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,21-52,40.4,7-21,33.3,20-25,80.0,36,11,25,0,11,3,1,7,1,7,0,0,0,12,10.0,AWAY,218,Temple,Owls,TEM,401083355,2019,2,2018-12-06
1965,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,23-63,36.5,13-43,30.2,11-15,73.3,43,6,37,0,20,5,1,9,2,9,0,0,0,19,22.0,AWAY,2603,Saint Joseph's,Hawks,JOES,401083356,2019,2,2018-12-08
1966,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,24-48,50.0,9-26,34.6,18-27,66.7,22,6,16,0,6,5,1,11,0,11,0,0,0,27,3.0,HOME,219,Pennsylvania,Quakers,PENN,401083357,2019,2,2018-12-12
1968,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,24-59,40.7,8-28,28.6,15-19,78.9,26,10,16,0,8,5,2,9,0,9,0,0,0,21,5.0,HOME,2305,Kansas,Jayhawks,KU,401083358,2019,2,2018-12-15
1969,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,23-46,50.0,5-15,33.3,23-30,76.7,35,9,26,0,9,4,2,14,0,14,0,0,0,19,9.0,AWAY,222,Villanova,Wildcats,VILL,401083358,2019,2,2018-12-15
1971,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,27-47,57.4,12-23,52.2,15-24,62.5,35,7,28,0,20,9,2,19,0,19,1,1,0,18,27.0,AWAY,41,UConn,Huskies,CONN,401083359,2019,2,2018-12-22
1973,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,30-60,50.0,15-34,44.1,10-16,62.5,39,13,26,0,21,4,2,10,0,10,0,0,0,19,15.0,AWAY,2752,Xavier,Musketeers,XAV,401083360,2019,2,2019-01-19
1974,Villanova,s:40~l:41~t:222,f0f0f0,123d7C,Villanova Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,Villanova,222,VILL,villanova-wildcats,20-59,33.9,10-36,27.8,4-4,100.0,33,11,22,0,13,5,3,10,2,10,0,0,0,18,9.0,HOME,2752,Xavier,Musketeers,XAV,401083361,2019,2,2019-02-24
1993,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,30-67,44.8,6-19,31.6,3-11,27.3,40,21,19,0,12,6,5,19,0,19,1,1,0,23,16.0,AWAY,2640,Texas Southern,Tigers,TXSO,401083374,2019,2,2018-11-07
1995,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,28-63,44.4,9-27,33.3,15-21,71.4,39,15,24,0,19,8,7,9,0,9,0,0,0,20,27.0,AWAY,2582,Southern,Jaguars,SOU,401083375,2019,2,2018-11-10
1997,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,31-51,60.8,11-23,47.8,18-27,66.7,32,7,25,0,17,4,11,16,0,16,0,0,0,20,18.0,AWAY,2504,Prairie View A&M,Panthers,PV,401083376,2019,2,2018-11-13
1999,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,29-63,46.0,10-29,34.5,13-22,59.1,44,16,28,0,17,5,6,8,0,8,0,0,0,17,40.0,AWAY,2447,Nicholls,Colonels,NICH,401083377,2019,2,2018-11-16
2001,Baylor,s:40~l:41~t:239,ffb81c,004834,Baylor Bears,Bears,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,Baylor,239,BAY,baylor-bears,23-57,40.4,8-22,36.4,9-19,47.4,41,11,30,0,11,3,12,8,0,8,0,0,0,14,6.0,AWAY,233,South Dakota,Coyotes,SDAK,401083378,2019,2,2018-11-28
