,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
79,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,24-56,42.9,11-23,47.8,18-20,90.0,37,9,28,0,11,6,3,12,0,12,0,0,0,19,18.0,AWAY,269,Marquette,Golden Eagles,MARQ,401166074,2020,2,2019-11-17
99,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,32-62,51.6,15-31,48.4,9-10,90.0,39,9,30,0,24,3,1,13,0,13,0,0,0,15,23.0,AWAY,2739,Green Bay,Phoenix,GB,401166085,2020,2,2019-11-22
109,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,43-77,55.8,14-29,48.3,11-16,68.8,46,11,35,0,29,9,4,12,0,12,0,0,0,12,46.0,AWAY,2277,Houston Baptist,Huskies,HBU,401166090,2020,2,2019-11-23
113,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,31-56,55.4,8-20,40.0,11-14,78.6,36,4,32,0,23,2,7,6,0,6,0,0,0,19,39.0,AWAY,55,Jacksonville State,Gamecocks,JVST,401166092,2020,2,2019-11-24
135,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,32-58,55.2,10-24,41.7,29-34,85.3,38,12,26,0,21,4,6,9,0,9,0,0,0,19,16.0,AWAY,2294,Iowa,Hawkeyes,IOWA,401166103,2020,2,2019-12-06
141,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,30-56,53.6,8-20,40.0,16-18,88.9,29,8,21,0,13,5,6,4,0,4,0,0,0,18,31.0,AWAY,84,Indiana,Hoosiers,IU,401166106,2020,2,2019-12-07
145,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,23-59,39.0,5-22,22.7,7-9,77.8,38,9,29,0,14,5,2,6,0,6,0,0,0,10,16.0,AWAY,77,Northwestern,Wildcats,NW,401166108,2020,2,2019-12-08
150,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,27-62,43.5,3-18,16.7,5-6,83.3,28,6,22,0,12,6,5,8,0,8,0,0,0,18,3.0,HOME,356,Illinois,Fighting Illini,ILL,401166111,2020,2,2019-12-12
152,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-48,47.9,8-23,34.8,11-16,68.8,26,3,23,0,9,5,4,14,0,14,0,0,0,17,2.0,HOME,164,Rutgers,Scarlet Knights,RUTG,401166112,2020,2,2019-12-12
157,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,25-61,41.0,9-21,42.9,11-14,78.6,32,10,22,0,14,4,3,11,0,11,0,0,0,12,3.0,AWAY,2483,Oregon,Ducks,ORE,401166114,2020,2,2019-12-14
166,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,24-79,30.4,6-35,17.1,2-5,40.0,49,19,30,0,12,5,7,9,0,9,0,0,0,15,3.0,HOME,158,Nebraska,Cornhuskers,NEB,401166119,2020,2,2019-12-15
177,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,19-57,33.3,9-20,45.0,14-20,70.0,30,12,18,0,11,6,2,12,0,12,0,0,0,26,7.0,AWAY,2086,Butler,Bulldogs,BUT,401166124,2020,2,2019-12-21
179,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-59,42.4,7-23,30.4,8-13,61.5,25,9,16,0,17,7,3,11,1,11,0,0,0,25,4.0,AWAY,194,Ohio State,Buckeyes,OSU,401166125,2020,2,2019-12-21
183,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,26-52,50.0,10-22,45.5,21-26,80.8,36,7,29,0,17,6,4,9,0,9,0,0,0,19,20.0,AWAY,270,Milwaukee,Panthers,MILW,401166127,2020,2,2019-12-21
185,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,28-53,52.8,11-27,40.7,19-25,76.0,44,12,32,0,14,7,6,10,2,10,0,0,0,12,45.0,AWAY,2506,Presbyterian,Blue Hose,PRES,401166128,2020,2,2019-12-21
191,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,37-68,54.4,14-32,43.8,9-11,81.8,37,14,23,0,24,11,4,15,0,15,0,0,0,19,30.0,AWAY,2117,Central Michigan,Chippewas,CMU,401166131,2020,2,2019-12-28
195,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,36-67,53.7,8-21,38.1,6-7,85.7,41,10,31,0,19,4,2,14,0,14,0,0,0,12,32.0,AWAY,2349,UMass Lowell,River Hawks,UML,401166133,2020,2,2019-12-29
217,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,24-55,43.6,13-31,41.9,4-7,57.1,43,5,38,0,18,6,7,14,0,14,0,0,0,14,31.0,AWAY,2520,Rider,Broncs,RID,401166144,2020,2,2020-01-01
221,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,29-68,42.6,11-25,44.0,14-23,60.9,41,15,26,0,20,6,3,15,0,15,0,0,0,20,8.0,AWAY,135,Minnesota,Golden Gophers,MINN,401166146,2020,2,2020-01-03
224,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,21-56,37.5,6-23,26.1,13-16,81.3,34,12,22,0,8,5,0,10,2,10,0,0,0,16,7.0,HOME,194,Ohio State,Buckeyes,OSU,401166148,2020,2,2020-01-04
230,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,25-69,36.2,5-23,21.7,14-22,63.6,34,14,20,0,14,7,5,10,0,10,1,1,0,22,0.0,HOME,127,Michigan State,Spartans,MSU,401166151,2020,2,2020-01-05
232,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,15-60,25.0,3-17,17.6,4-10,40.0,34,13,21,0,6,3,2,11,0,11,0,0,0,10,0.0,HOME,356,Illinois,Fighting Illini,ILL,401166152,2020,2,2020-01-06
245,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-53,43.4,4-15,26.7,20-23,87.0,32,10,22,0,5,3,6,8,1,8,0,0,0,16,7.0,AWAY,356,Illinois,Fighting Illini,ILL,401166158,2020,2,2020-01-09
246,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,29-71,40.8,6-19,31.6,14-19,73.7,47,15,32,0,7,2,4,15,0,15,0,0,0,23,6.0,HOME,130,Michigan,Wolverines,MICH,401166159,2020,2,2020-01-10
247,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,31-66,47.0,7-29,24.1,15-24,62.5,35,6,29,0,17,7,7,9,0,9,0,0,0,17,9.0,AWAY,2509,Purdue,Boilermakers,PUR,401166159,2020,2,2020-01-10
258,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,22-55,40.0,6-21,28.6,8-14,57.1,40,9,31,0,10,3,2,9,0,9,0,0,0,17,12.0,HOME,213,Penn State,Nittany Lions,PSU,401166165,2020,2,2020-01-11
260,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,26-62,41.9,10-28,35.7,5-6,83.3,30,10,20,0,14,4,2,8,0,8,0,0,0,19,11.0,HOME,135,Minnesota,Golden Gophers,MINN,401166166,2020,2,2020-01-12
263,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,26-57,45.6,8-22,36.4,11-18,61.1,35,13,22,0,16,8,7,6,0,6,0,0,0,15,29.0,AWAY,127,Michigan State,Spartans,MSU,401166167,2020,2,2020-01-12
269,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,22-49,44.9,7-21,33.3,5-8,62.5,24,4,20,0,11,5,2,7,1,7,0,0,0,13,8.0,AWAY,120,Maryland,Terrapins,MD,401166170,2020,2,2020-01-15
274,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,34-68,50.0,11-34,32.4,4-5,80.0,25,6,19,0,24,8,5,8,0,8,1,1,0,23,7.0,HOME,2294,Iowa,Hawkeyes,IOWA,401166173,2020,2,2020-01-18
276,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,21-59,35.6,4-19,21.1,9-11,81.8,32,9,23,0,11,5,3,9,0,9,0,0,0,12,0.0,HOME,127,Michigan State,Spartans,MSU,401166174,2020,2,2020-01-18
280,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,20-56,35.7,3-17,17.6,7-7,100.0,33,13,20,0,7,8,2,10,1,10,0,0,0,12,0.0,HOME,120,Maryland,Terrapins,MD,401166176,2020,2,2020-01-18
291,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,23-56,41.1,3-8,37.5,13-21,61.9,19,10,9,0,8,6,3,6,1,6,0,0,0,18,1.0,AWAY,356,Illinois,Fighting Illini,ILL,401166181,2020,2,2020-01-22
293,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,29-63,46.0,18-34,52.9,6-8,75.0,40,10,30,0,23,5,4,11,1,11,0,0,0,16,18.0,AWAY,158,Nebraska,Cornhuskers,NEB,401166182,2020,2,2020-01-22
297,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,24-68,35.3,5-28,17.9,10-14,71.4,38,12,26,0,9,8,1,13,0,13,0,0,0,14,5.0,AWAY,213,Penn State,Nittany Lions,PSU,401166184,2020,2,2020-01-23
302,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,20-46,43.5,7-22,31.8,4-8,50.0,16,2,14,0,12,3,5,11,0,11,0,0,0,9,3.0,HOME,2509,Purdue,Boilermakers,PUR,401166187,2020,2,2020-01-25
303,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,27-60,45.0,9-19,47.4,7-9,77.8,42,16,26,0,15,8,5,11,0,11,0,0,0,10,28.0,AWAY,275,Wisconsin,Badgers,WISC,401166187,2020,2,2020-01-25
305,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,23-59,39.0,4-17,23.5,12-21,57.1,37,10,27,0,5,3,3,2,0,2,0,0,0,14,5.0,AWAY,356,Illinois,Fighting Illini,ILL,401166188,2020,2,2020-01-25
314,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,24-64,37.5,8-28,28.6,6-11,54.5,40,9,31,0,12,2,4,9,0,9,2,2,0,28,12.0,HOME,2294,Iowa,Hawkeyes,IOWA,401166193,2020,2,2020-01-28
316,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,28-56,50.0,7-24,29.2,16-24,66.7,41,10,31,0,13,9,6,17,2,17,2,2,0,16,15.0,HOME,158,Nebraska,Cornhuskers,NEB,401166194,2020,2,2020-01-29
318,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,25-61,41.0,6-22,27.3,7-10,70.0,39,15,24,0,11,7,4,18,1,18,0,0,0,25,3.0,HOME,164,Rutgers,Scarlet Knights,RUTG,401166195,2020,2,2020-01-29
329,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,22-47,46.8,9-19,47.4,16-24,66.7,37,6,31,0,17,6,6,16,1,16,0,0,0,12,14.0,AWAY,164,Rutgers,Scarlet Knights,RUTG,401166200,2020,2,2020-02-01
332,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,22-52,42.3,9-24,37.5,8-12,66.7,30,8,22,0,11,5,2,10,0,10,0,0,0,11,3.0,HOME,77,Northwestern,Wildcats,NW,401166202,2020,2,2020-02-02
337,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,22-54,40.7,8-25,32.0,12-15,80.0,34,4,30,0,10,8,4,10,0,10,0,0,0,9,19.0,AWAY,127,Michigan State,Spartans,MSU,401166204,2020,2,2020-02-01
343,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,20-60,33.3,10-31,32.3,8-9,88.9,42,12,30,0,10,3,5,12,0,12,0,0,0,14,3.0,AWAY,194,Ohio State,Buckeyes,OSU,401166207,2020,2,2020-02-05
346,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,19-67,28.4,7-29,24.1,7-11,63.6,45,15,30,0,9,1,3,7,1,7,0,0,0,15,0.0,HOME,135,Minnesota,Golden Gophers,MINN,401166209,2020,2,2020-02-06
349,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,41-65,63.1,19-34,55.9,3-8,37.5,32,10,22,0,29,10,2,9,0,9,0,0,0,17,39.0,AWAY,2294,Iowa,Hawkeyes,IOWA,401166210,2020,2,2020-02-06
352,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,25-52,48.1,8-16,50.0,16-24,66.7,29,8,21,0,14,6,4,12,2,12,0,0,0,14,16.0,HOME,84,Indiana,Hoosiers,IU,401166212,2020,2,2020-02-08
357,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,24-64,37.5,11-28,39.3,18-23,78.3,46,14,32,0,12,3,6,10,1,10,0,0,0,17,12.0,AWAY,127,Michigan State,Spartans,MSU,401166214,2020,2,2020-02-08
363,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,24-58,41.4,12-32,37.5,10-12,83.3,31,12,19,0,17,7,5,9,1,9,0,0,0,16,24.0,AWAY,194,Ohio State,Buckeyes,OSU,401166217,2020,2,2020-02-09
369,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,28-61,45.9,4-17,23.5,16-25,64.0,30,10,20,0,12,6,2,7,0,7,0,0,0,21,0.0,AWAY,213,Penn State,Nittany Lions,PSU,401166220,2020,2,2020-02-11
370,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,30-64,46.9,7-20,35.0,12-15,80.0,45,9,36,0,21,3,3,8,0,8,0,0,0,14,23.0,HOME,77,Northwestern,Wildcats,NW,401166221,2020,2,2020-02-13
378,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,31-63,49.2,15-31,48.4,4-5,80.0,39,6,33,0,19,3,4,11,0,11,0,0,0,14,18.0,HOME,158,Nebraska,Cornhuskers,NEB,401166225,2020,2,2020-02-15
380,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,19-54,35.2,4-20,20.0,10-11,90.9,26,7,19,0,8,9,3,16,0,16,0,0,0,21,0.0,HOME,194,Ohio State,Buckeyes,OSU,401166226,2020,2,2020-02-15
387,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,31-54,57.4,9-17,52.9,18-22,81.8,37,10,27,0,17,2,6,8,0,8,0,0,0,16,24.0,AWAY,84,Indiana,Hoosiers,IU,401166229,2020,2,2020-02-16
394,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,25-63,39.7,7-19,36.8,8-10,80.0,37,15,22,0,13,5,1,9,0,9,0,0,0,24,2.0,HOME,275,Wisconsin,Badgers,WISC,401166233,2020,2,2020-02-19
395,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,19-50,38.0,12-31,38.7,19-20,95.0,30,10,20,0,13,3,3,9,1,9,0,0,0,14,13.0,AWAY,2509,Purdue,Boilermakers,PUR,401166233,2020,2,2020-02-19
398,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,21-47,44.7,6-23,26.1,12-18,66.7,34,4,30,0,6,6,4,10,0,10,0,0,0,13,9.0,HOME,164,Rutgers,Scarlet Knights,RUTG,401166235,2020,2,2020-02-20
404,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,25-65,38.5,6-25,24.0,15-23,65.2,39,12,27,0,17,7,3,3,0,3,0,0,0,13,15.0,HOME,2509,Purdue,Boilermakers,PUR,401166238,2020,2,2020-02-22
