,team_short_display_name,team_uid,team_alternate_color,team_color,team_display_name,team_name,team_logo,team_location,team_id,team_abbreviation,team_slug,field_goals_made_field_goals_attempted,field_goal_pct,three_point_field_goals_made_three_point_field_goals_attempted,three_point_field_goal_pct,free_throws_made_free_throws_attempted,free_throw_pct,total_rebounds,offensive_rebounds,defensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,team_turnovers,total_turnovers,technical_fouls,total_technical_fouls,flagrant_fouls,fouls,largest_lead,home_away,opponent_id,opponent_name,opponent_mascot,opponent_abbrev,game_id,season,season_type,game_date
405,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,25-63,39.7,4-16,25.0,9-12,75.0,47,13,34,0,8,1,4,12,0,12,0,0,0,19,4.0,AWAY,130,Michigan,Wolverines,MICH,401166238,2020,2,2020-02-22
413,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,24-50,48.0,11-22,50.0,20-26,76.9,30,5,25,0,13,2,2,11,0,11,0,0,0,12,16.0,AWAY,164,Rutgers,Scarlet Knights,RUTG,401166242,2020,2,2020-02-23
422,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,29-54,53.7,11-23,47.8,12-15,80.0,29,4,25,0,10,1,2,8,0,8,0,0,0,15,14.0,HOME,130,Michigan,Wolverines,MICH,401166247,2020,2,2020-02-28
423,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,31-60,51.7,3-10,30.0,9-15,60.0,29,6,23,0,8,5,4,5,0,5,0,0,0,17,0.0,AWAY,275,Wisconsin,Badgers,WISC,401166247,2020,2,2020-02-28
429,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,21-56,37.5,2-17,11.8,13-18,72.2,40,12,28,0,9,8,3,11,0,11,0,0,0,18,16.0,AWAY,84,Indiana,Hoosiers,IU,401166250,2020,2,2020-02-28
438,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,25-56,44.6,7-26,26.9,6-8,75.0,30,4,26,0,16,5,3,12,0,12,0,0,0,18,4.0,HOME,194,Ohio State,Buckeyes,OSU,401166255,2020,2,2020-03-01
441,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-58,39.7,8-24,33.3,17-24,70.8,33,9,24,0,11,5,6,5,1,5,0,0,0,19,12.0,AWAY,135,Minnesota,Golden Gophers,MINN,401166256,2020,2,2020-03-01
442,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,25-67,37.3,8-27,29.6,19-22,86.4,47,21,26,0,21,8,4,15,1,15,0,0,0,19,21.0,HOME,2294,Iowa,Hawkeyes,IOWA,401166257,2020,2,2020-03-04
451,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,23-59,39.0,8-25,32.0,9-12,75.0,41,8,33,0,8,2,3,8,0,8,0,0,0,15,17.0,AWAY,77,Northwestern,Wildcats,NW,401166261,2020,2,2020-03-05
453,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,32-70,45.7,8-27,29.6,10-14,71.4,38,8,30,0,16,10,6,11,0,11,0,0,0,13,27.0,AWAY,158,Nebraska,Cornhuskers,NEB,401166262,2020,2,2020-03-05
456,Wisconsin,s:40~l:41~t:275,f7f7f7,A00002,Wisconsin Badgers,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,Wisconsin,275,WISC,wisconsin-badgers,22-53,41.5,9-22,40.9,7-10,70.0,34,6,28,0,12,6,3,10,1,10,0,0,0,15,5.0,HOME,84,Indiana,Hoosiers,IU,401166264,2020,2,2020-03-07
461,Purdue,s:40~l:41~t:2509,a4a9ad,B89D29,Purdue Boilermakers,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,Purdue,2509,PUR,purdue-boilermakers,22-65,33.8,7-29,24.1,17-21,81.0,39,12,27,0,14,5,6,11,0,11,0,0,0,17,5.0,AWAY,164,Rutgers,Scarlet Knights,RUTG,401166266,2020,2,2020-03-07
464,Michigan,s:40~l:41~t:130,00274c,00274c,Michigan Wolverines,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,Michigan,130,MICH,michigan-wolverines,24-50,48.0,6-20,30.0,16-20,80.0,22,4,18,0,10,4,2,9,2,9,0,0,0,19,3.0,HOME,120,Maryland,Terrapins,MD,401166268,2020,2,2020-03-08
471,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,24-60,40.0,13-26,50.0,3-5,60.0,34,13,21,0,18,4,4,14,0,14,0,0,0,15,9.0,AWAY,99,LSU,Tigers,LSU,401166271,2020,2,2020-01-04
473,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,20-48,41.7,4-16,25.0,27-30,90.0,36,9,27,0,13,3,8,13,0,13,0,0,0,19,16.0,AWAY,142,Missouri,Tigers,MIZ,401166272,2020,2,2020-01-04
474,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,27-65,41.5,5-22,22.7,21-30,70.0,44,16,28,0,9,10,6,12,1,12,0,0,0,20,14.0,HOME,344,Mississippi State,Bulldogs,MSST,401166273,2020,2,2020-01-04
482,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,23-43,53.5,11-24,45.8,12-16,75.0,33,5,28,0,14,6,8,21,0,21,0,0,0,20,10.0,HOME,142,Missouri,Tigers,MIZ,401166277,2020,2,2020-01-08
484,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-62,50.0,6-12,50.0,10-20,50.0,41,12,29,0,18,7,6,12,0,12,0,0,0,19,11.0,HOME,61,Georgia,Bulldogs,UGA,401166278,2020,2,2020-01-08
493,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,25-57,43.9,5-20,25.0,28-38,73.7,39,14,25,0,10,2,4,8,0,8,0,0,0,21,14.0,AWAY,238,Vanderbilt,Commodores,VAN,401166282,2020,2,2020-01-09
495,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,28-63,44.4,9-15,60.0,11-17,64.7,44,10,34,0,15,5,8,14,0,14,0,0,0,13,15.0,AWAY,333,Alabama,Crimson Tide,ALA,401166283,2020,2,2020-01-11
497,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,14-54,25.9,6-31,19.4,22-28,78.6,42,13,29,0,10,5,11,19,0,19,1,1,0,22,7.0,AWAY,2579,South Carolina,Gamecocks,SC,401166284,2020,2,2020-01-11
503,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,33-62,53.2,9-24,37.5,7-15,46.7,41,13,28,0,15,3,4,12,1,12,0,0,0,23,25.0,AWAY,61,Georgia,Bulldogs,UGA,401166287,2020,2,2020-01-11
514,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-55,43.6,5-15,33.3,25-36,69.4,41,10,31,0,10,5,6,15,0,15,1,1,0,26,14.0,HOME,2579,South Carolina,Gamecocks,SC,401166293,2020,2,2020-01-15
516,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,24-60,40.0,6-26,23.1,9-12,75.0,34,11,23,0,11,4,3,10,0,10,0,0,0,18,4.0,HOME,61,Georgia,Bulldogs,UGA,401166294,2020,2,2020-01-16
520,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,20-63,31.7,7-28,25.0,17-30,56.7,43,13,30,0,8,6,7,21,0,21,0,0,0,31,0.0,HOME,333,Alabama,Crimson Tide,ALA,401166296,2020,2,2020-01-16
524,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,14-55,25.5,4-23,17.4,15-21,71.4,29,11,18,0,7,4,4,8,0,8,0,0,0,13,0.0,HOME,57,Florida,Gators,FLA,401166298,2020,2,2020-01-18
528,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-54,44.4,5-14,35.7,20-27,74.1,47,12,35,0,12,5,5,16,1,16,2,2,0,24,12.0,HOME,8,Arkansas,Razorbacks,ARK,401166300,2020,2,2020-01-18
530,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,26-49,53.1,1-8,12.5,13-14,92.9,35,7,28,0,14,6,8,18,0,18,0,0,0,25,22.0,HOME,238,Vanderbilt,Commodores,VAN,401166301,2020,2,2020-01-18
539,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,31-59,52.5,1-9,11.1,26-33,78.8,38,12,26,0,15,6,8,11,1,11,0,0,0,19,16.0,AWAY,61,Georgia,Bulldogs,UGA,401166305,2020,2,2020-01-22
543,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,24-49,49.0,5-17,29.4,20-24,83.3,33,4,29,0,18,6,5,8,0,8,0,0,0,14,28.0,AWAY,145,Ole Miss,Rebels,MISS,401166307,2020,2,2020-01-22
545,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,26-57,45.6,10-27,37.0,18-21,85.7,37,9,28,0,17,3,2,12,1,12,0,0,0,16,21.0,AWAY,2579,South Carolina,Gamecocks,SC,401166308,2020,2,2020-01-23
551,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,21-45,46.7,6-22,27.3,10-15,66.7,21,4,17,0,15,5,10,13,1,13,0,0,0,22,8.0,AWAY,245,Texas A&M,Aggies,TA&M,401166311,2020,2,2020-01-28
556,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,24-63,38.1,9-30,30.0,26-36,72.2,45,16,29,0,11,11,1,19,1,19,1,1,0,24,5.0,HOME,145,Ole Miss,Rebels,MISS,401166314,2020,2,2020-01-29
559,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,26-56,46.4,3-10,30.0,16-19,84.2,37,10,27,0,13,4,3,11,0,11,0,0,0,16,11.0,AWAY,238,Vanderbilt,Commodores,VAN,401166315,2020,2,2020-01-29
568,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,27-58,46.6,10-22,45.5,9-13,69.2,24,8,16,0,17,6,1,6,0,6,0,0,0,22,7.0,HOME,344,Mississippi State,Bulldogs,MSST,401166320,2020,2,2020-02-01
572,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,20-49,40.8,6-16,37.5,20-24,83.3,28,6,22,0,8,0,6,12,2,12,0,0,0,29,7.0,HOME,2,Auburn,Tigers,AUB,401166322,2020,2,2020-02-01
573,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,18-51,35.3,6-23,26.1,33-44,75.0,42,17,25,0,9,7,2,7,1,7,1,1,0,19,9.0,AWAY,96,Kentucky,Wildcats,UK,401166322,2020,2,2020-02-01
578,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,22-62,35.5,2-18,11.1,23-32,71.9,42,19,23,0,8,13,6,13,0,13,2,2,0,14,4.0,HOME,333,Alabama,Crimson Tide,ALA,401166325,2020,2,2020-02-05
580,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,25-57,43.9,8-31,25.8,21-30,70.0,44,15,29,0,11,3,4,18,0,18,0,0,0,23,5.0,HOME,8,Arkansas,Razorbacks,ARK,401166326,2020,2,2020-02-05
583,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-54,44.4,1-10,10.0,31-36,86.1,37,9,28,0,14,7,2,8,1,8,0,0,0,14,14.0,AWAY,344,Mississippi State,Bulldogs,MSST,401166327,2020,2,2020-02-05
593,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,30-74,40.5,18-44,40.9,13-20,65.0,46,17,29,0,14,2,5,10,1,10,0,0,0,16,7.0,AWAY,99,LSU,Tigers,LSU,401166332,2020,2,2020-02-08
594,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-46,54.3,5-10,50.0,22-25,88.0,33,7,26,0,10,6,3,14,2,14,0,0,0,21,13.0,HOME,2633,Tennessee,Volunteers,TENN,401166333,2020,2,2020-02-08
595,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,19-55,34.5,7-26,26.9,19-24,79.2,29,12,17,0,12,5,6,8,0,8,0,0,0,20,2.0,AWAY,96,Kentucky,Wildcats,UK,401166333,2020,2,2020-02-08
606,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,28-59,47.5,6-9,66.7,16-19,84.2,43,10,33,0,12,5,12,9,1,9,0,0,0,19,15.0,HOME,238,Vanderbilt,Commodores,VAN,401166339,2020,2,2020-02-12
611,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,26-53,49.1,6-16,37.5,24-30,80.0,40,11,29,0,17,7,6,11,0,11,0,0,0,26,27.0,AWAY,8,Arkansas,Razorbacks,ARK,401166341,2020,2,2020-02-12
617,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,31-74,41.9,7-31,22.6,26-39,66.7,60,20,40,0,11,7,8,9,0,9,0,0,0,21,16.0,AWAY,333,Alabama,Crimson Tide,ALA,401166344,2020,2,2020-02-13
623,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,23-59,39.0,2-22,9.1,19-24,79.2,41,11,30,0,8,3,4,11,0,11,0,0,0,16,5.0,AWAY,145,Ole Miss,Rebels,MISS,401166347,2020,2,2020-02-15
628,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,21-45,46.7,1-17,5.9,30-46,65.2,33,11,22,0,10,3,1,10,1,10,2,2,0,25,5.0,HOME,142,Missouri,Tigers,MIZ,401166350,2020,2,2020-02-15
630,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,20-47,42.6,4-14,28.6,17-28,60.7,31,10,21,0,15,8,6,20,0,20,0,0,0,28,7.0,HOME,2579,South Carolina,Gamecocks,SC,401166351,2020,2,2020-02-15
635,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,21-50,42.0,4-16,25.0,19-22,86.4,37,9,28,0,17,9,7,15,0,15,0,0,0,15,13.0,AWAY,238,Vanderbilt,Commodores,VAN,401166353,2020,2,2020-02-18
640,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,29-61,47.5,9-18,50.0,12-16,75.0,33,13,20,0,15,5,11,12,1,12,0,0,0,17,15.0,HOME,99,LSU,Tigers,LSU,401166356,2020,2,2020-02-19
642,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,21-67,31.3,4-26,15.4,9-13,69.2,45,16,29,0,6,9,1,15,0,15,0,0,0,18,2.0,HOME,61,Georgia,Bulldogs,UGA,401166357,2020,2,2020-02-20
648,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,22-49,44.9,6-17,35.3,16-17,94.1,37,14,23,0,14,7,5,24,2,24,1,1,0,19,17.0,HOME,2,Auburn,Tigers,AUB,401166360,2020,2,2020-02-22
649,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,24-57,42.1,7-20,35.0,18-27,66.7,28,15,13,0,13,18,2,11,0,11,0,0,0,19,7.0,AWAY,2633,Tennessee,Volunteers,TENN,401166360,2020,2,2020-02-22
655,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-53,47.2,5-15,33.3,10-10,100.0,27,6,21,0,11,8,2,13,0,13,0,0,0,15,8.0,AWAY,57,Florida,Gators,FLA,401166363,2020,2,2020-02-22
663,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,24-51,47.1,4-14,28.6,15-23,65.2,32,9,23,0,12,4,6,14,1,14,0,0,0,19,14.0,AWAY,145,Ole Miss,Rebels,MISS,401166367,2020,2,2020-02-26
664,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,24-46,52.2,11-22,50.0,10-11,90.9,31,6,25,0,17,5,5,17,2,17,0,0,0,18,14.0,HOME,245,Texas A&M,Aggies,TA&M,401166368,2020,2,2020-02-26
670,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,24-54,44.4,4-17,23.5,17-27,63.0,31,11,20,0,8,3,2,12,0,12,0,0,0,24,1.0,HOME,8,Arkansas,Razorbacks,ARK,401166371,2020,2,2020-02-27
681,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,25-48,52.1,6-14,42.9,7-13,53.8,24,6,18,0,16,2,7,9,1,9,0,0,0,15,19.0,AWAY,57,Florida,Gators,FLA,401166376,2020,2,2020-02-29
684,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,22-61,36.1,9-34,26.5,13-22,59.1,38,12,26,0,12,3,3,10,0,10,0,0,0,23,9.0,HOME,96,Kentucky,Wildcats,UK,401166378,2020,2,2020-02-29
685,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,22-52,42.3,2-13,15.4,27-33,81.8,38,7,31,0,11,7,2,7,0,7,0,0,0,23,9.0,AWAY,2,Auburn,Tigers,AUB,401166378,2020,2,2020-02-29
690,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,28-53,52.8,8-18,44.4,17-21,81.0,31,11,20,0,14,5,2,15,2,15,0,0,0,18,9.0,HOME,96,Kentucky,Wildcats,UK,401166381,2020,2,2020-03-04
691,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,25-56,44.6,6-13,46.2,17-20,85.0,26,10,16,0,9,6,4,14,0,14,0,0,0,20,17.0,AWAY,2633,Tennessee,Volunteers,TENN,401166381,2020,2,2020-03-04
695,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,25-58,43.1,10-30,33.3,15-18,83.3,33,10,23,0,18,6,8,16,0,16,2,2,0,22,11.0,AWAY,245,Texas A&M,Aggies,TA&M,401166383,2020,2,2020-03-05
700,Auburn,s:40~l:41~t:2,f1f2f3,03244d,Auburn Tigers,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,Auburn,2,AUB,auburn-tigers,29-58,50.0,14-32,43.8,13-19,68.4,42,12,30,0,10,9,2,12,0,12,1,1,0,22,22.0,HOME,2633,Tennessee,Volunteers,TENN,401166386,2020,2,2020-03-07
701,Tennessee,s:40~l:41~t:2633,ffffff,EE9627,Tennessee Volunteers,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,Tennessee,2633,TENN,tennessee-volunteers,18-54,33.3,8-22,36.4,19-24,79.2,26,9,17,0,9,6,4,11,0,11,0,0,0,18,0.0,AWAY,2,Auburn,Tigers,AUB,401166386,2020,2,2020-03-07
704,Kentucky,s:40~l:41~t:96,ffffff,005DAA,Kentucky Wildcats,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,Kentucky,96,UK,kentucky-wildcats,27-57,47.4,8-13,61.5,9-11,81.8,30,14,16,0,9,4,0,9,0,9,2,2,0,16,1.0,HOME,57,Florida,Gators,FLA,401166388,2020,2,2020-03-07
905,Gonzaga,s:40~l:41~t:2250,cfd4d8,002967,Gonzaga Bulldogs,Bulldogs,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,Gonzaga,2250,GONZ,gonzaga-bulldogs,35-73,47.9,12-30,40.0,30-40,75.0,49,21,28,0,18,11,3,11,0,11,0,0,0,21,35.0,AWAY,331,Eastern Washington,Eagles,EWU,401166502,2020,2,2019-12-21
1136,Kansas,s:40~l:41~t:2305,e8000d,0022B4,Kansas Jayhawks,Jayhawks,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,Kansas,2305,KU,kansas-jayhawks,23-50,46.0,4-9,44.4,16-26,61.5,40,10,30,0,13,11,5,28,2,28,0,0,0,20,9.0,HOME,150,Duke,Blue Devils,DUKE,401168155,2020,2,2019-11-06
1137,Duke,s:40~l:41~t:150,f1f2f3,001A57,Duke Blue Devils,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,Duke,150,DUKE,duke-blue-devils,23-64,35.9,8-24,33.3,14-23,60.9,30,11,19,0,12,11,3,16,0,16,0,0,0,17,5.0,AWAY,2305,Kansas,Jayhawks,KU,401168155,2020,2,2019-11-06
1145,North Carolina,s:40~l:41~t:153,13294b,99bfe5,North Carolina Tar Heels,Tar Heels,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,North Carolina,153,UNC,north-carolina-tar-heels,27-59,45.8,10-20,50.0,10-17,58.8,51,14,37,0,15,2,4,18,1,18,0,0,0,15,16.0,AWAY,87,Notre Dame,Fighting Irish,ND,401168159,2020,2,2019-11-07
