,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
128,Terrance Williams II,Michigan,22,9-12,3-3,1-1,2,3,5,3,0,0,1,0,22,False,False,False,False,5.0,4702236,T. Williams II,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702236.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
129,Jaron Faulds,Michigan,7,2-4,0-0,0-0,1,0,1,0,0,0,0,2,4,False,False,False,False,44.0,4279471,J. Faulds,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279471.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
130,Ian Burns,Michigan,1,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,False,False,False,False,13.0,4897424,I. Burns,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897424.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
131,Kobe Bufkin,Michigan,10,2-5,1-1,0-0,1,5,6,1,1,0,2,1,5,False,False,False,False,2.0,4683736,K. Bufkin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683736.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
132,Frankie Collins,Michigan,15,1-4,0-1,0-2,0,2,2,3,0,0,0,3,2,False,False,False,False,10.0,4433616,F. Collins,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433616.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
133,Zeb Jackson,Michigan,15,2-4,1-3,0-0,0,5,5,1,0,0,2,2,5,False,False,False,False,3.0,4433172,Z. Jackson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433172.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364348,2022,2,2021-12-08
156,Steven Crowl,Wisconsin,19,2-6,1-2,0-0,0,0,0,3,1,0,0,4,5,True,False,False,False,22.0,4588201,S. Crowl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4588201.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
157,Tyler Wahl,Wisconsin,28,2-7,0-1,3-4,3,9,12,3,1,3,0,2,7,True,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
158,Chucky Hepburn,Wisconsin,25,0-4,0-3,4-4,0,2,2,1,0,2,0,4,4,True,False,False,False,23.0,4590360,C. Hepburn,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4590360.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
159,Johnny Davis,Wisconsin,37,8-17,1-3,6-7,1,8,9,1,0,1,3,1,23,True,False,False,False,1.0,4432356,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432356.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
160,Brad Davison,Wisconsin,34,3-12,2-7,0-0,0,4,4,3,1,0,1,1,8,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
161,Carter Gilmore,Wisconsin,4,1-2,0-1,0-0,0,0,0,0,0,0,0,0,2,False,False,False,False,14.0,4702534,C. Gilmore,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702534.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
162,Ben Carlson,Wisconsin,20,1-4,0-2,1-2,2,2,4,0,0,0,0,1,3,False,False,False,False,20.0,4433166,B. Carlson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433166.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
163,Chris Vogt,Wisconsin,21,4-6,0-0,1-1,4,2,6,1,1,0,0,2,9,False,False,False,False,33.0,4279252,C. Vogt,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279252.png,Center,C,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
164,Jordan Davis,Wisconsin,12,1-4,1-4,0-0,0,1,1,0,0,0,0,0,3,False,False,False,False,2.0,4433242,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433242.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364349,2022,2,2021-12-09
182,Caleb Furst,Purdue,8,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,True,False,False,False,3.0,4433598,C. Furst,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433598.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
183,Zach Edey,Purdue,16,5-8,0-0,3-5,3,3,6,1,0,1,3,2,13,True,False,False,False,15.0,4600663,Z. Edey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4600663.png,Center,C,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
184,Jaden Ivey,Purdue,34,5-9,2-5,3-4,0,1,1,3,3,0,3,3,15,True,False,False,False,23.0,4433218,J. Ivey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433218.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
185,Isaiah Thompson,Purdue,14,0-2,0-2,0-0,0,2,2,0,0,0,0,1,0,True,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
186,Sasha Stefanovic,Purdue,29,3-10,2-7,1-2,0,2,2,2,0,0,1,3,9,True,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
187,Mason Gillis,Purdue,12,0-1,0-1,0-0,0,1,1,0,0,1,0,2,0,False,False,False,False,0.0,4431753,M. Gillis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431753.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
188,Trevion Williams,Purdue,24,9-17,0-1,3-3,6,5,11,1,1,0,1,3,21,False,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
189,Brandon Newman,Purdue,13,1-6,1-5,0-0,1,1,2,1,2,0,3,1,3,False,False,False,False,5.0,4592726,B. Newman,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592726.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
190,Ethan Morton,Purdue,24,0-2,0-1,1-2,2,1,3,1,0,0,0,1,1,False,False,False,False,25.0,4433151,E. Morton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433151.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
191,Eric Hunter Jr.,Purdue,26,2-6,2-4,0-0,1,1,2,1,2,0,0,0,6,False,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364351,2022,2,2021-12-10
212,Moussa Diabate,Michigan,32,2-3,0-0,3-6,3,10,13,3,0,2,1,1,7,True,False,False,False,14.0,4433249,M. Diabate,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433249.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
213,Caleb Houstan,Michigan,34,2-7,1-4,3-4,1,2,3,1,0,1,3,3,8,True,False,False,False,22.0,4433623,C. Houstan,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433623.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
214,Hunter Dickinson,Michigan,34,9-15,0-2,1-1,2,8,10,2,0,0,1,2,19,True,False,False,False,1.0,4432180,H. Dickinson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432180.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
215,DeVante' Jones,Michigan,29,6-12,0-4,2-3,0,1,1,3,0,0,0,4,14,True,False,False,False,12.0,4397506,D. Jones,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397506.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
216,Eli Brooks,Michigan,40,5-14,2-7,0-0,0,0,0,1,0,0,0,1,12,True,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
217,Terrance Williams II,Michigan,6,0-2,0-1,0-0,0,1,1,0,0,0,0,2,0,False,False,False,False,5.0,4702236,T. Williams II,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702236.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
218,Brandon Johns Jr.,Michigan,13,0-0,0-0,0-0,0,3,3,0,0,0,1,0,0,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
219,Frankie Collins,Michigan,12,2-2,0-0,1-2,0,1,1,2,0,0,2,4,5,False,False,False,False,10.0,4433616,F. Collins,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433616.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401364352,2022,2,2021-12-11
242,Steven Crowl,Wisconsin,23,0-3,0-2,0-0,1,1,2,0,0,0,3,3,0,True,False,False,False,22.0,4588201,S. Crowl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4588201.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
243,Tyler Wahl,Wisconsin,23,1-7,0-3,1-1,0,1,1,2,1,1,2,3,3,True,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
244,Chucky Hepburn,Wisconsin,33,2-8,1-5,0-0,0,3,3,1,1,0,1,1,5,True,False,False,False,23.0,4590360,C. Hepburn,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4590360.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
245,Johnny Davis,Wisconsin,38,11-22,2-7,0-0,1,6,7,3,3,0,1,4,24,True,False,False,False,1.0,4432356,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432356.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
246,Brad Davison,Wisconsin,28,4-12,3-6,2-2,0,5,5,0,0,0,1,3,13,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
247,Markus Ilver,Wisconsin,3,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,35.0,4715351,M. Ilver,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4715351.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
248,Ben Carlson,Wisconsin,13,0-3,0-2,1-2,0,2,2,0,0,0,0,1,1,False,False,False,False,20.0,4433166,B. Carlson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433166.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
249,Chris Vogt,Wisconsin,17,3-6,0-0,1-3,0,2,2,0,1,3,0,4,7,False,False,False,False,33.0,4279252,C. Vogt,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279252.png,Center,C,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
250,Jordan Davis,Wisconsin,16,1-2,0-0,0-1,1,1,2,0,1,1,0,0,2,False,False,False,False,2.0,4433242,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433242.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
251,Jahcobi Neath,Wisconsin,6,0-1,0-0,0-0,0,1,1,1,0,0,0,0,0,False,False,False,False,0.0,4432066,J. Neath,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432066.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364354,2022,2,2021-12-11
361,Steven Crowl,Wisconsin,23,2-6,0-3,0-0,1,1,2,1,0,0,0,5,4,True,False,False,False,22.0,4588201,S. Crowl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4588201.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
362,Tyler Wahl,Wisconsin,21,3-4,0-1,0-0,1,3,4,1,1,0,1,5,6,True,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
363,Chucky Hepburn,Wisconsin,32,2-7,1-4,0-0,0,1,1,3,1,0,1,1,5,True,False,False,False,23.0,4590360,C. Hepburn,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4590360.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
364,Johnny Davis,Wisconsin,38,13-24,2-5,9-12,1,13,14,3,2,2,3,2,37,True,False,False,False,1.0,4432356,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432356.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
365,Brad Davison,Wisconsin,38,5-11,3-6,2-2,0,3,3,3,0,0,0,1,15,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
366,Carter Gilmore,Wisconsin,19,0-3,0-3,0-0,2,0,2,1,0,0,1,1,0,False,False,False,False,14.0,4702534,C. Gilmore,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702534.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
367,Ben Carlson,Wisconsin,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,20.0,4433166,B. Carlson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433166.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
368,Chris Vogt,Wisconsin,13,2-3,0-0,2-3,3,0,3,0,0,0,1,5,6,False,False,False,False,33.0,4279252,C. Vogt,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279252.png,Center,C,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
369,Jordan Davis,Wisconsin,5,0-1,0-1,0-0,0,2,2,0,1,0,0,1,0,False,False,False,False,2.0,4433242,J. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433242.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
370,Lorne Bowman II,Wisconsin,5,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,False,False,False,False,11.0,4432259,L. Bowman II,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432259.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
371,Jahcobi Neath,Wisconsin,2,0-1,0-1,1-2,0,1,1,0,0,0,0,1,1,False,False,False,False,0.0,4432066,J. Neath,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432066.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401364360,2022,2,2022-01-04
372,Mason Gillis,Purdue,23,3-4,3-4,0-0,1,3,4,0,0,0,2,1,9,True,False,False,False,0.0,4431753,M. Gillis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431753.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
373,Trevion Williams,Purdue,20,3-8,1-1,2-4,3,2,5,2,0,0,0,3,9,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
374,Jaden Ivey,Purdue,28,3-9,2-5,6-8,0,3,3,3,0,0,2,3,14,True,False,False,False,23.0,4433218,J. Ivey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433218.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
375,Isaiah Thompson,Purdue,21,0-2,0-2,0-0,1,2,3,2,0,0,1,1,0,True,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
376,Sasha Stefanovic,Purdue,37,2-8,1-5,3-4,0,2,2,3,0,0,1,2,8,True,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
377,Caleb Furst,Purdue,6,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,3.0,4433598,C. Furst,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433598.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
378,Zach Edey,Purdue,20,10-17,0-0,4-8,5,5,10,2,0,0,4,3,24,False,False,False,False,15.0,4600663,Z. Edey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4600663.png,Center,C,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
379,Brandon Newman,Purdue,6,0-2,0-1,0-0,0,0,0,1,0,0,0,0,0,False,False,False,False,5.0,4592726,B. Newman,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592726.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401364360,2022,2,2022-01-04
