,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
28578,JT Thor,Auburn,23,2-9,0-4,2-2,3,3,6,0,2,1,1,3,6,True,False,False,False,10.0,4702233,J. Thor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702233.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28579,Jaylin Williams,Auburn,26,3-7,1-3,0-0,0,1,1,2,1,2,2,3,7,True,False,False,False,23.0,4431776,J. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431776.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28580,Allen Flanigan,Auburn,32,6-14,1-3,8-8,3,6,9,1,0,0,2,2,21,True,False,False,False,22.0,4432874,A. Flanigan,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432874.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28581,Sharife Cooper,Auburn,34,3-13,0-5,5-10,0,3,3,8,1,0,4,0,11,True,False,False,False,2.0,4432173,S. Cooper,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432173.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28582,Jamal Johnson,Auburn,29,2-7,0-4,0-0,0,1,1,0,0,0,0,1,4,True,False,False,False,1.0,4278281,J. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278281.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28583,Javon Franklin,Auburn,3,0-0,0-0,0-0,1,1,2,0,0,0,1,0,0,False,False,False,False,4.0,4592747,J. Franklin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592747.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28584,Dylan Cardwell,Auburn,22,2-2,0-0,0-1,4,4,8,0,1,0,2,3,4,False,False,False,False,44.0,4433174,D. Cardwell,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433174.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28585,Babatunde Akingbola,Auburn,6,0-0,0-0,0-0,1,1,2,0,0,0,0,4,0,False,False,False,False,13.0,4431873,B. Akingbola,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431873.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28586,Devan Cambridge,Auburn,25,5-8,3-5,0-0,2,3,5,0,2,1,1,3,13,False,False,False,False,35.0,4592749,D. Cambridge,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592749.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258749,2021,2,2021-01-16
28678,John Fulkerson,Tennessee,28,5-6,0-0,5-6,1,7,8,1,0,0,0,1,15,True,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28679,Santiago Vescovi,Tennessee,31,1-5,1-5,5-6,2,2,4,3,1,0,2,2,8,True,False,False,False,25.0,4609299,S. Vescovi,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4609299.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28680,Jaden Springer,Tennessee,20,4-9,1-3,1-2,1,6,7,5,3,0,2,3,10,True,False,False,False,11.0,4432164,J. Springer,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432164.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28681,Josiah-Jordan James,Tennessee,32,3-5,1-3,2-3,0,1,1,0,0,1,0,2,9,True,False,False,False,5.0,4431685,J. James,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431685.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28682,Yves Pons,Tennessee,25,2-6,0-3,1-2,1,4,5,4,1,1,1,2,5,True,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28683,Olivier Nkamhoua,Tennessee,4,1-1,0-0,0-0,0,0,0,0,0,0,0,2,2,False,False,False,False,13.0,4431832,O. Nkamhoua,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431832.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28684,Drew Pember,Tennessee,2,0-0,0-0,0-0,0,0,0,0,1,0,0,0,0,False,False,False,False,3.0,4431793,D. Pember,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431793.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28685,Uros Plavsic,Tennessee,2,1-1,0-0,0-0,0,1,1,0,0,1,0,1,2,False,False,False,False,33.0,4397023,U. Plavsic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397023.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28686,E.J. Anosike,Tennessee,6,0-2,0-0,0-2,1,0,1,0,1,0,0,0,0,False,False,False,False,55.0,4279647,E.J. Anosike,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279647.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28687,Keon Johnson,Tennessee,21,4-8,1-1,7-8,0,3,3,3,1,0,2,3,16,False,False,False,False,45.0,4432192,K. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432192.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28688,Davonte Gaines,Tennessee,2,1-1,0-0,1-2,0,0,0,1,0,0,0,0,3,False,False,False,False,0.0,4431961,D. Gaines,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431961.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28689,Victor Bailey Jr.,Tennessee,27,3-7,3-6,2-2,0,3,3,1,1,0,1,3,11,False,False,False,False,12.0,4278512,V. Bailey Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278512.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258754,2021,2,2021-01-16
28716,John Fulkerson,Tennessee,28,6-9,0-0,3-3,3,1,4,5,1,0,3,3,15,True,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28717,Yves Pons,Tennessee,26,2-7,1-2,0-0,1,3,4,0,0,1,1,3,5,True,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28718,Santiago Vescovi,Tennessee,23,2-8,1-6,2-2,0,3,3,1,3,0,1,1,7,True,False,False,False,25.0,4609299,S. Vescovi,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4609299.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28719,Keon Johnson,Tennessee,31,3-10,0-1,2-7,0,2,2,3,0,0,3,1,8,True,False,False,False,45.0,4432192,K. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432192.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28720,Josiah-Jordan James,Tennessee,30,2-8,1-3,0-0,3,2,5,0,0,2,2,3,5,True,False,False,False,5.0,4431685,J. James,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431685.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28721,Olivier Nkamhoua,Tennessee,8,0-2,0-0,0-2,2,1,3,0,0,0,0,0,0,False,False,False,False,13.0,4431832,O. Nkamhoua,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431832.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28722,Drew Pember,Tennessee,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,3.0,4431793,D. Pember,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431793.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28723,Uros Plavsic,Tennessee,5,0-0,0-0,0-1,0,1,1,0,0,0,0,0,0,False,False,False,False,33.0,4397023,U. Plavsic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397023.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28724,E.J. Anosike,Tennessee,13,1-2,0-0,0-0,3,1,4,1,1,0,1,1,2,False,False,False,False,55.0,4279647,E.J. Anosike,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279647.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28725,Davonte Gaines,Tennessee,10,0-0,0-0,3-4,2,3,5,0,1,0,1,1,3,False,False,False,False,0.0,4431961,D. Gaines,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431961.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28726,Victor Bailey Jr.,Tennessee,23,1-12,0-6,2-6,1,1,2,1,0,0,5,1,4,False,False,False,False,12.0,4278512,V. Bailey Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278512.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258756,2021,2,2021-01-20
28775,JT Thor,Auburn,25,3-8,1-3,5-6,2,3,5,0,3,2,3,2,12,True,False,False,False,10.0,4702233,J. Thor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702233.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28776,Jaylin Williams,Auburn,23,1-5,0-2,0-0,1,3,4,2,0,2,0,2,2,True,False,False,False,23.0,4431776,J. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431776.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28777,Allen Flanigan,Auburn,24,2-7,0-4,3-4,0,4,4,1,4,0,4,4,7,True,False,False,False,22.0,4432874,A. Flanigan,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432874.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28778,Sharife Cooper,Auburn,37,9-19,2-6,5-6,1,3,4,4,0,0,4,2,25,True,False,False,False,2.0,4432173,S. Cooper,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432173.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28779,Jamal Johnson,Auburn,24,3-6,2-3,1-2,1,2,3,0,0,0,0,4,9,True,False,False,False,1.0,4278281,J. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278281.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28780,Javon Franklin,Auburn,11,3-4,2-2,0-0,1,3,4,0,0,2,1,1,8,False,False,False,False,4.0,4592747,J. Franklin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592747.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28781,Chris Moore,Auburn,12,1-3,0-0,1-3,2,1,3,1,0,0,0,0,3,False,False,False,False,5.0,4433200,C. Moore,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433200.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28782,Dylan Cardwell,Auburn,11,2-2,0-0,0-0,1,0,1,0,0,1,2,2,4,False,False,False,False,44.0,4433174,D. Cardwell,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433174.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28783,Babatunde Akingbola,Auburn,10,1-1,0-0,0-1,2,2,4,0,0,2,1,0,2,False,False,False,False,13.0,4431873,B. Akingbola,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431873.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28784,Devan Cambridge,Auburn,23,0-3,0-3,1-2,0,1,1,2,0,0,1,1,1,False,False,False,False,35.0,4592749,D. Cambridge,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592749.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258759,2021,2,2021-01-21
28795,Lance Ware,Kentucky,4,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0,True,False,False,False,55.0,4433152,L. Ware,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433152.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28796,Olivier Sarr,Kentucky,30,3-9,0-1,0-0,3,10,13,2,1,1,2,3,6,True,False,False,False,30.0,4278046,O. Sarr,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278046.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28797,Devin Askew,Kentucky,30,0-6,0-1,3-5,2,3,5,4,2,1,5,2,3,True,False,False,False,2.0,4702467,D. Askew,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702467.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28798,Dontaie Allen,Kentucky,23,1-3,0-2,1-2,1,2,3,1,1,0,2,0,3,True,False,False,False,11.0,4431741,D. Allen,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431741.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28799,Davion Mintz,Kentucky,30,2-7,0-4,0-0,0,2,2,2,0,0,2,2,4,True,False,False,False,10.0,4065766,D. Mintz,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065766.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28800,Jacob Toppin,Kentucky,14,0-1,0-0,4-4,1,0,1,1,0,0,1,0,4,False,False,False,False,0.0,4592461,J. Toppin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592461.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28801,Isaiah Jackson,Kentucky,21,6-6,0-0,0-0,2,2,4,0,0,4,1,0,12,False,False,False,False,23.0,4432170,I. Jackson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432170.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28802,Keion Brooks Jr.,Kentucky,15,3-8,1-2,5-6,2,1,3,1,0,0,0,2,12,False,False,False,False,12.0,4431689,K. Brooks Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431689.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28803,Brandon Boston Jr.,Kentucky,33,9-17,0-3,0-1,4,3,7,0,1,0,1,2,18,False,False,False,False,3.0,4432162,B. Boston Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432162.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258760,2021,2,2021-01-21
28849,JT Thor,Auburn,23,5-10,1-2,3-3,3,4,7,0,0,2,0,2,14,True,False,False,False,10.0,4702233,J. Thor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702233.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28850,Jaylin Williams,Auburn,23,8-12,2-3,0-0,2,5,7,2,0,0,1,2,18,True,False,False,False,23.0,4431776,J. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431776.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28851,Allen Flanigan,Auburn,32,7-12,4-6,6-6,2,4,6,4,1,1,4,3,24,True,False,False,False,22.0,4432874,A. Flanigan,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432874.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28852,Sharife Cooper,Auburn,27,4-10,2-3,6-7,1,5,6,12,0,2,3,4,16,True,False,False,False,2.0,4432173,S. Cooper,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432173.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28853,Jamal Johnson,Auburn,26,2-8,1-4,0-0,0,1,1,0,1,0,0,2,5,True,False,False,False,1.0,4278281,J. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278281.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28854,Javon Franklin,Auburn,12,2-3,0-0,0-0,1,2,3,0,0,0,2,1,4,False,False,False,False,4.0,4592747,J. Franklin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592747.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28855,Chris Moore,Auburn,9,1-1,0-0,0-0,1,0,1,1,0,0,0,2,2,False,False,False,False,5.0,4433200,C. Moore,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433200.png,Forward,F,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28856,Dylan Cardwell,Auburn,11,4-7,0-0,0-0,2,0,2,0,0,0,2,1,8,False,False,False,False,44.0,4433174,D. Cardwell,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433174.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28857,Babatunde Akingbola,Auburn,11,1-2,0-0,0-0,0,2,2,0,1,1,0,1,2,False,False,False,False,13.0,4431873,B. Akingbola,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431873.png,Center,C,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28858,Devan Cambridge,Auburn,18,4-8,2-5,0-0,1,2,3,0,1,0,0,1,10,False,False,False,False,35.0,4592749,D. Cambridge,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592749.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28859,Lior Berman,Auburn,5,2-4,2-4,0-0,0,1,1,0,0,0,0,0,6,False,False,False,False,12.0,4592748,L. Berman,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592748.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28860,Preston Cook,Auburn,3,0-0,0-0,0-0,0,0,0,2,0,0,1,0,0,False,False,False,False,14.0,4403230,P. Cook,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4403230.png,Guard,G,Tigers,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,2,AUB,03244d,401258764,2021,2,2021-01-23
28899,Keion Brooks Jr.,Kentucky,30,5-8,1-1,4-4,2,7,9,1,0,2,0,4,15,True,False,False,False,12.0,4431689,K. Brooks Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431689.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28900,Olivier Sarr,Kentucky,12,3-5,0-0,7-8,3,2,5,0,0,0,2,4,13,True,False,False,False,30.0,4278046,O. Sarr,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278046.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28901,Devin Askew,Kentucky,33,0-5,0-5,0-1,0,3,3,4,0,0,1,2,0,True,False,False,False,2.0,4702467,D. Askew,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702467.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28902,Brandon Boston Jr.,Kentucky,34,7-17,2-7,2-2,2,4,6,3,1,1,0,2,18,True,False,False,False,3.0,4432162,B. Boston Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432162.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28903,Davion Mintz,Kentucky,34,2-11,2-7,5-8,1,2,3,3,1,0,2,2,11,True,False,False,False,10.0,4065766,D. Mintz,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065766.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28904,Jacob Toppin,Kentucky,9,3-4,0-1,0-0,0,2,2,2,0,0,1,0,6,False,False,False,False,0.0,4592461,J. Toppin,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592461.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28905,Lance Ware,Kentucky,17,3-3,0-0,1-1,1,1,2,0,0,0,0,2,7,False,False,False,False,55.0,4433152,L. Ware,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433152.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28906,Isaiah Jackson,Kentucky,16,2-5,0-0,2-2,4,11,15,0,0,1,1,3,6,False,False,False,False,23.0,4432170,I. Jackson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432170.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28907,Dontaie Allen,Kentucky,15,2-6,2-5,0-0,0,1,1,2,1,0,0,1,6,False,False,False,False,11.0,4431741,D. Allen,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431741.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,96,UK,005DAA,401258766,2021,2,2021-01-23
28942,John Fulkerson,Tennessee,26,3-7,0-0,1-1,2,4,6,0,0,0,5,3,7,True,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258768,2021,2,2021-01-24
28943,Santiago Vescovi,Tennessee,38,1-3,1-1,0-4,1,2,3,4,1,0,4,1,3,True,False,False,False,25.0,4609299,S. Vescovi,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4609299.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258768,2021,2,2021-01-24
28944,Keon Johnson,Tennessee,25,3-5,1-3,1-2,2,0,2,3,0,0,3,3,8,True,False,False,False,45.0,4432192,K. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432192.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258768,2021,2,2021-01-24
28945,Josiah-Jordan James,Tennessee,29,4-12,2-5,2-3,2,3,5,1,1,1,1,4,12,True,False,False,False,5.0,4431685,J. James,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431685.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258768,2021,2,2021-01-24
28946,Yves Pons,Tennessee,35,6-11,3-8,5-5,2,3,5,0,0,2,1,4,20,True,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,401258768,2021,2,2021-01-24
