,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
183,Eric Hunter Jr.,Purdue,34,7-14,1-5,0-0,3,1,4,6,1,0,1,2,15,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
184,Nojel Eastern,Purdue,25,3-6,0-0,0-0,0,2,2,1,3,1,2,2,6,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
185,Jahaad Proctor,Purdue,38,11-17,1-3,3-6,0,5,5,2,2,0,1,2,26,True,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
186,Trevion Williams,Purdue,12,1-1,0-0,2-2,0,0,0,2,0,1,2,3,4,False,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
187,Evan Boudreaux,Purdue,11,0-4,0-1,2-3,2,3,5,0,0,0,0,0,2,False,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
188,Isaiah Thompson,Purdue,22,0-5,0-3,0-1,0,3,3,0,0,0,1,2,0,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
189,Tommy Luce,Purdue,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,15.0,4066408,T. Luce,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066408.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166023,2020,2,2019-11-07
245,Nate Reuvers,Wisconsin,33,4-8,1-2,5-5,3,11,14,0,0,9,3,2,14,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
246,Aleem Ford,Wisconsin,17,4-10,1-5,2-3,0,4,4,0,1,0,1,5,11,True,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
247,Brad Davison,Wisconsin,30,3-6,0-2,2-2,2,1,3,4,1,0,2,1,8,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
248,Kobe King,Wisconsin,37,5-12,0-1,8-10,3,3,6,0,3,1,0,0,18,True,False,False,False,23.0,4277992,K. King,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277992.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
249,D'Mitrik Trice,Wisconsin,27,2-6,0-1,0-0,1,3,4,1,1,0,2,1,4,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
250,Samad Qawi,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,20.0,4592737,S. Qawi,,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
251,Courtland Cuevas,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,15.0,4592736,C. Cuevas,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592736.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
252,Tyler Wahl,Wisconsin,10,0-1,0-1,0-0,0,0,0,0,0,1,1,1,0,False,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
253,Joe Hedstrom,Wisconsin,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,32.0,4397278,J. Hedstrom,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397278.png,Center,C,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
254,Trevor Anderson,Wisconsin,14,0-2,0-0,1-2,1,2,3,2,0,0,0,0,1,False,False,False,False,12.0,4067425,T. Anderson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4067425.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
255,Michael Ballard,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,31.0,4066415,M. Ballard,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066415.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
256,Brevin Pritzl,Wisconsin,26,3-9,1-6,2-2,2,5,7,0,0,1,2,3,9,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166026,2020,2,2019-11-09
323,Aaron Wheeler,Purdue,34,1-6,1-3,1-2,2,5,7,1,4,1,2,3,4,True,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
324,Matt Haarms,Purdue,22,4-8,0-2,1-2,2,0,2,0,0,1,4,4,9,True,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
325,Eric Hunter Jr.,Purdue,32,3-8,2-2,4-4,1,0,1,1,0,0,3,3,12,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
326,Nojel Eastern,Purdue,31,3-10,0-0,0-0,1,6,7,6,0,0,0,1,6,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
327,Jahaad Proctor,Purdue,28,5-11,1-2,1-1,2,2,4,3,1,0,1,2,12,True,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
328,Trevion Williams,Purdue,18,4-9,0-0,1-3,4,4,8,1,0,0,2,3,9,False,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
329,Evan Boudreaux,Purdue,6,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
330,Isaiah Thompson,Purdue,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
331,Sasha Stefanovic,Purdue,27,5-8,4-7,0-0,0,2,2,0,3,0,1,2,14,False,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166030,2020,2,2019-11-10
494,Isaiah Livers,Michigan,38,8-12,4-7,2-2,2,2,4,0,0,2,1,0,22,True,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
495,Jon Teske,Michigan,32,7-12,0-3,3-4,0,7,7,1,2,3,1,1,17,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
496,Adrien Nunez,Michigan,11,1-3,1-3,0-0,0,0,0,0,0,0,0,0,3,True,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
497,Eli Brooks,Michigan,34,3-7,1-3,0-0,0,1,1,4,1,0,3,1,7,True,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
498,Zavier Simpson,Michigan,34,7-11,2-3,1-2,1,2,3,9,0,1,4,3,17,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
499,Brandon Johns Jr.,Michigan,16,1-2,0-1,0-0,0,1,1,0,0,0,0,0,2,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
500,Colin Castleton,Michigan,7,1-2,0-0,0-0,0,1,1,1,0,0,1,2,2,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
501,David DeJulius,Michigan,28,2-4,1-3,4-4,0,7,7,1,0,0,1,0,9,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166058,2020,2,2019-11-12
540,Jeremiah Robinson-Earl,Villanova,37,3-11,2-4,0-0,2,4,6,1,0,0,3,1,8,True,False,False,False,24.0,4432813,J. Robinson-Earl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432813.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
541,Saddiq Bey,Villanova,35,1-8,0-2,0-2,0,5,5,2,0,0,1,1,2,True,False,False,False,41.0,4397136,S. Bey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397136.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
542,Jermaine Samuels,Villanova,29,5-11,2-5,2-3,0,5,5,0,0,3,3,3,14,True,False,False,False,23.0,4278588,J. Samuels,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278588.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
543,Justin Moore,Villanova,24,2-6,2-3,0-0,0,1,1,1,0,0,1,3,6,True,False,False,False,5.0,4592491,J. Moore,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592491.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
544,Collin Gillespie,Villanova,28,4-11,1-5,1-2,1,0,1,5,0,0,1,2,10,True,False,False,False,2.0,4278585,C. Gillespie,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278585.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
545,Cole Swider,Villanova,26,4-7,3-6,0-0,1,3,4,1,0,0,0,1,11,False,False,False,False,10.0,4397134,C. Swider,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397134.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
546,Brandon Slater,Villanova,10,0-6,0-5,0-0,2,0,2,0,0,1,2,1,0,False,False,False,False,3.0,4397133,B. Slater,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397133.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
547,Dhamir Cosby-Roundtree,Villanova,10,0-2,0-0,0-0,2,0,2,0,0,0,1,3,0,False,False,False,False,21.0,4278586,D. Cosby-Roundtree,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278586.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
548,Chris Arcidiacono,Villanova,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,4.0,4592490,C. Arcidiacono,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592490.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401166061,2020,2,2019-11-14
558,Aaron Wheeler,Purdue,27,2-8,1-4,1-1,3,4,7,5,1,0,2,5,6,True,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
559,Matt Haarms,Purdue,29,6-8,0-1,2-6,3,5,8,1,0,3,0,0,14,True,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
560,Eric Hunter Jr.,Purdue,39,3-12,0-4,2-2,3,4,7,4,0,0,2,3,8,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
561,Nojel Eastern,Purdue,18,1-5,0-0,0-0,1,1,2,1,1,0,1,4,2,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
562,Jahaad Proctor,Purdue,35,4-12,2-6,3-5,1,2,3,2,0,0,2,4,13,True,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
563,Trevion Williams,Purdue,11,1-1,0-0,1-5,0,2,2,0,0,1,1,1,3,False,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
564,Evan Boudreaux,Purdue,2,0-0,0-0,0-2,0,0,0,0,0,0,0,0,0,False,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
565,Isaiah Thompson,Purdue,9,1-5,1-3,0-0,0,1,1,0,0,0,0,1,3,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
566,Sasha Stefanovic,Purdue,30,2-8,2-6,0-0,0,3,3,1,2,0,1,4,6,False,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166062,2020,2,2019-11-14
625,Nate Reuvers,Wisconsin,21,4-9,0-2,2-3,2,2,4,2,1,1,1,4,10,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
626,Aleem Ford,Wisconsin,26,7-11,2-4,0-0,1,1,2,1,1,1,0,3,16,True,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
627,Brad Davison,Wisconsin,33,7-8,3-4,7-7,0,3,3,2,4,0,3,0,24,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
628,D'Mitrik Trice,Wisconsin,27,3-9,2-7,0-0,0,3,3,3,1,0,1,0,8,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
629,Brevin Pritzl,Wisconsin,21,4-9,2-6,3-4,2,1,3,2,0,1,0,2,13,True,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
630,Samad Qawi,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,False,False,False,False,20.0,4592737,S. Qawi,,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
631,Courtland Cuevas,Wisconsin,1,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,15.0,4592736,C. Cuevas,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592736.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
632,Tyler Wahl,Wisconsin,26,1-2,0-1,1-2,1,2,3,3,2,0,1,2,3,False,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
633,Joe Hedstrom,Wisconsin,5,0-0,0-0,0-0,0,1,1,0,0,0,1,2,0,False,False,False,False,32.0,4397278,J. Hedstrom,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397278.png,Center,C,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
634,Carter Higginbottom,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,4.0,4397252,C. Higginbottom,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397252.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
635,Walt McGrory,Wisconsin,24,3-6,1-3,2-2,0,2,2,2,0,0,1,1,9,False,False,False,False,3.0,4277991,W. McGrory,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277991.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
636,Trevor Anderson,Wisconsin,13,0-0,0-0,0-0,0,2,2,4,1,0,0,1,0,False,False,False,False,12.0,4067425,T. Anderson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4067425.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
637,Michael Ballard,Wisconsin,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,31.0,4066415,M. Ballard,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066415.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166065,2020,2,2019-11-14
