,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
3265,Brevin Pritzl,Wisconsin,31,3-8,2-6,0-0,0,4,4,2,0,0,1,3,8,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166193,2020,2,2020-01-28
3274,Brandon Johns Jr.,Michigan,37,5-6,1-1,5-7,3,4,7,1,0,1,4,2,16,True,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3275,Jon Teske,Michigan,32,4-7,0-0,1-2,2,6,8,3,2,2,1,3,9,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3276,Franz Wagner,Michigan,25,8-15,1-5,1-1,3,5,8,1,3,1,6,4,18,True,False,False,False,21.0,4566434,F. Wagner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4566434.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3277,David DeJulius,Michigan,34,1-7,0-2,3-5,0,4,4,3,0,0,1,2,5,True,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3278,Eli Brooks,Michigan,39,6-12,4-10,4-6,1,8,9,4,2,1,2,3,20,True,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3279,Colin Castleton,Michigan,4,2-2,0-0,1-1,0,0,0,0,0,1,0,0,5,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3280,C.J. Baird,Michigan,8,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,24.0,4283574,C.J. Baird,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4283574.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3281,Austin Davis,Michigan,4,1-1,0-0,1-2,1,1,2,0,1,0,0,0,3,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3282,Adrien Nunez,Michigan,17,1-6,1-6,0-0,0,0,0,1,1,0,1,2,3,False,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166194,2020,2,2020-01-29
3292,Trevion Williams,Purdue,27,7-14,0-0,3-4,4,9,13,2,0,0,3,4,17,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3293,Evan Boudreaux,Purdue,19,3-7,1-3,2-3,3,3,6,0,2,1,1,4,9,True,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3294,Eric Hunter Jr.,Purdue,32,3-9,1-3,0-0,3,3,6,1,1,0,2,2,7,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3295,Sasha Stefanovic,Purdue,22,0-5,0-4,0-0,0,0,0,1,2,0,1,2,0,True,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3296,Nojel Eastern,Purdue,30,1-3,0-0,0-0,0,1,1,3,0,1,3,2,2,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3297,Matt Haarms,Purdue,13,2-5,0-1,0-0,0,1,1,0,0,2,1,5,4,False,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3298,Aaron Wheeler,Purdue,6,1-3,0-2,0-1,0,0,0,0,0,0,0,0,2,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3299,Isaiah Thompson,Purdue,19,1-3,1-3,0-0,0,2,2,0,0,0,3,3,3,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3300,Jahaad Proctor,Purdue,32,7-12,3-6,2-2,2,0,2,4,2,0,3,3,19,False,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166195,2020,2,2020-01-29
3399,Brandon Johns Jr.,Michigan,38,7-13,4-7,2-5,2,5,7,2,2,1,1,1,20,True,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3400,Jon Teske,Michigan,28,4-8,1-2,4-5,0,7,7,1,0,2,3,3,13,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3401,Franz Wagner,Michigan,38,3-6,1-3,3-3,0,6,6,2,0,1,2,2,10,True,False,False,False,21.0,4566434,F. Wagner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4566434.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3402,Eli Brooks,Michigan,38,3-9,3-6,0-0,1,4,5,2,1,1,3,1,9,True,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3403,Zavier Simpson,Michigan,38,1-5,0-1,7-9,0,4,4,10,3,1,6,2,9,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3404,Austin Davis,Michigan,12,4-4,0-0,0-2,1,2,3,0,0,0,0,2,8,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3405,Adrien Nunez,Michigan,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3406,David DeJulius,Michigan,6,0-2,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166200,2020,2,2020-02-01
3429,Trevion Williams,Purdue,23,6-9,0-0,1-2,4,3,7,1,2,0,4,0,13,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3430,Evan Boudreaux,Purdue,20,1-4,1-3,2-2,0,3,3,1,0,0,0,2,5,True,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3431,Sasha Stefanovic,Purdue,17,2-7,2-6,0-0,0,0,0,1,1,0,0,1,6,True,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3432,Nojel Eastern,Purdue,22,0-3,0-0,0-0,2,3,5,4,0,0,1,0,0,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3433,Jahaad Proctor,Purdue,32,2-7,1-3,4-5,0,2,2,1,0,0,2,2,9,True,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3434,Matt Haarms,Purdue,17,2-2,0-0,0-1,0,4,4,0,0,1,0,3,4,False,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3435,Aaron Wheeler,Purdue,14,0-1,0-1,0-0,1,1,2,1,2,0,0,0,0,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3436,Isaiah Thompson,Purdue,20,4-9,3-6,0-0,0,1,1,0,0,0,1,2,11,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3437,Eric Hunter Jr.,Purdue,35,5-10,2-5,1-2,0,3,3,2,0,1,2,1,13,False,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166202,2020,2,2020-02-02
3476,Tyler Wahl,Wisconsin,21,1-7,0-3,0-0,0,4,4,2,2,1,2,3,2,True,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3477,Nate Reuvers,Wisconsin,27,5-9,2-3,3-3,0,3,3,0,1,2,2,2,15,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3478,Aleem Ford,Wisconsin,34,5-6,2-2,1-1,0,4,4,0,2,0,2,2,13,True,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3479,D'Mitrik Trice,Wisconsin,39,3-12,2-7,6-9,0,6,6,5,1,0,1,1,14,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3480,Brevin Pritzl,Wisconsin,39,4-11,2-7,0-0,1,6,7,0,1,0,1,1,10,True,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3481,Micah Potter,Wisconsin,22,2-5,0-2,2-2,2,2,4,1,0,1,2,0,6,False,False,False,False,11.0,4066399,M. Potter,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066399.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3482,Walt McGrory,Wisconsin,3,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,False,False,False,False,3.0,4277991,W. McGrory,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277991.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3483,Trevor Anderson,Wisconsin,15,2-4,0-1,0-0,0,1,1,1,1,0,0,0,4,False,False,False,False,12.0,4067425,T. Anderson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4067425.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166204,2020,2,2020-02-01
3527,Brandon Johns Jr.,Michigan,25,3-5,2-3,0-0,2,1,3,0,0,1,0,4,8,True,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3528,Jon Teske,Michigan,35,1-7,0-3,1-2,1,5,6,1,1,1,2,1,3,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3529,Franz Wagner,Michigan,38,2-12,2-8,2-2,3,11,14,1,1,1,1,3,8,True,False,False,False,21.0,4566434,F. Wagner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4566434.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3530,Eli Brooks,Michigan,31,3-12,2-8,0-0,0,1,1,1,0,0,2,0,8,True,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3531,Zavier Simpson,Michigan,35,5-14,3-7,2-2,1,6,7,5,1,0,4,3,15,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3532,Colin Castleton,Michigan,5,0-1,0-0,0-0,0,1,1,0,0,1,0,0,0,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3533,Austin Davis,Michigan,14,4-4,0-0,3-3,2,1,3,0,0,1,2,2,11,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3534,David DeJulius,Michigan,17,2-5,1-2,0-0,0,3,3,2,0,0,1,1,5,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401166207,2020,2,2020-02-05
3554,Tyler Wahl,Wisconsin,27,1-3,0-1,0-2,3,3,6,0,0,1,1,3,2,True,False,False,False,5.0,4433105,T. Wahl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433105.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3555,Nate Reuvers,Wisconsin,24,6-18,2-4,0-1,2,1,3,0,0,1,0,4,14,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3556,Aleem Ford,Wisconsin,25,4-9,2-5,1-2,1,3,4,0,0,0,2,1,11,True,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3557,Brad Davison,Wisconsin,24,0-3,0-2,4-4,0,2,2,2,0,0,1,2,4,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3558,D'Mitrik Trice,Wisconsin,36,4-13,2-9,0-0,0,5,5,6,0,0,2,1,10,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3559,Micah Potter,Wisconsin,20,4-11,1-2,2-2,5,10,15,1,0,1,0,2,11,False,False,False,False,11.0,4066399,M. Potter,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066399.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3560,Walt McGrory,Wisconsin,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,3.0,4277991,W. McGrory,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277991.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3561,Trevor Anderson,Wisconsin,17,0-3,0-2,0-0,0,2,2,0,0,0,0,0,0,False,False,False,False,12.0,4067425,T. Anderson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4067425.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3562,Brevin Pritzl,Wisconsin,27,0-7,0-4,0-0,2,1,3,0,1,0,0,2,0,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401166209,2020,2,2020-02-06
3583,Trevion Williams,Purdue,14,4-6,0-0,1-3,0,2,2,2,1,0,0,3,9,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3584,Evan Boudreaux,Purdue,25,7-9,4-6,0-0,1,7,8,2,2,1,0,3,18,True,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3585,Eric Hunter Jr.,Purdue,30,5-12,3-8,0-0,0,2,2,7,1,0,2,1,13,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3586,Sasha Stefanovic,Purdue,25,5-11,5-9,0-0,0,1,1,3,0,0,1,4,15,True,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3587,Nojel Eastern,Purdue,18,1-1,0-0,0-0,3,1,4,6,1,0,1,1,2,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3588,Matt Haarms,Purdue,19,6-8,1-1,2-5,2,1,3,1,1,1,1,2,15,False,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3589,Matt Frost,Purdue,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,21.0,4592727,M. Frost,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592727.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3590,Aaron Wheeler,Purdue,17,4-5,1-2,0-0,2,5,7,2,1,0,0,0,9,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3591,Emmanuel Dowuona,Purdue,4,1-1,0-0,0-0,0,0,0,0,1,0,1,3,2,False,False,False,False,4.0,4397244,E. Dowuona,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397244.png,Center,C,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3592,Isaiah Thompson,Purdue,19,0-3,0-2,0-0,0,0,0,1,1,0,3,0,0,False,False,False,False,11.0,4431749,I. Thompson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431749.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3593,Jared Wulbrun,Purdue,2,0-0,0-0,0-0,0,0,0,2,0,0,0,0,0,False,False,False,False,14.0,4405098,J. Wulbrun,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4405098.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3594,Tommy Luce,Purdue,4,2-3,2-3,0-0,0,0,0,0,0,0,0,0,6,False,False,False,False,15.0,4066408,T. Luce,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066408.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3595,Jahaad Proctor,Purdue,21,6-6,3-3,0-0,0,3,3,3,1,0,0,0,15,False,False,False,False,3.0,3948700,J. Proctor,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948700.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166210,2020,2,2020-02-06
3614,Trevion Williams,Purdue,24,3-11,0-1,0-0,1,3,4,2,2,2,1,0,6,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166212,2020,2,2020-02-08
3615,Evan Boudreaux,Purdue,24,2-7,0-2,1-2,3,1,4,1,0,0,0,2,5,True,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166212,2020,2,2020-02-08
3616,Eric Hunter Jr.,Purdue,33,4-7,2-4,2-3,1,4,5,2,2,0,3,2,12,True,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401166212,2020,2,2020-02-08
