,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
270,Jon Teske,Michigan,33,5-8,1-3,2-2,2,9,11,4,0,4,0,1,13,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
271,Jordan Poole,Michigan,39,2-10,1-6,5-6,0,0,0,1,1,0,1,2,10,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
272,Zavier Simpson,Michigan,38,6-13,2-4,2-2,0,5,5,8,2,0,2,4,16,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
273,Charles Matthews,Michigan,32,5-11,0-1,4-6,3,1,4,0,0,0,3,2,14,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
274,Isaiah Livers,Michigan,22,4-8,0-3,1-1,1,4,5,1,0,1,1,3,9,False,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
275,Austin Davis,Michigan,2,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
276,Eli Brooks,Michigan,3,1-1,0-0,0-0,1,0,1,1,0,0,2,1,2,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082346,2019,2,2019-01-11
337,Nate Reuvers,Wisconsin,29,7-11,2-3,6-6,3,7,10,1,0,1,2,2,22,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
338,Ethan Happ,Wisconsin,25,3-6,0-0,3-4,2,7,9,6,1,1,6,4,9,True,False,False,False,22.0,3136996,E. Happ,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3136996.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
339,Brad Davison,Wisconsin,34,4-11,2-4,0-0,0,1,1,0,0,0,2,5,10,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
340,D'Mitrik Trice,Wisconsin,32,4-9,2-4,6-6,0,1,1,1,1,0,5,2,16,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
341,Khalil Iverson,Wisconsin,26,5-7,0-0,2-4,2,5,7,0,2,2,0,3,12,True,False,False,False,21.0,3908322,K. Iverson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908322.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
342,Aleem Ford,Wisconsin,11,0-1,0-1,0-0,0,0,0,2,0,0,0,3,0,False,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
343,Tai Strickland,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,13.0,4397253,T. Strickland,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397253.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
344,Kobe King,Wisconsin,15,0-0,0-0,0-0,1,1,2,1,0,0,2,1,0,False,False,False,False,23.0,4277992,K. King,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277992.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
345,Brevin Pritzl,Wisconsin,26,1-2,1-2,0-1,0,4,4,1,1,0,0,2,3,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082349,2019,2,2019-01-24
486,Nate Reuvers,Wisconsin,29,4-9,1-2,0-0,2,3,5,0,0,3,0,4,9,True,False,False,False,35.0,4277994,N. Reuvers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277994.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
487,Ethan Happ,Wisconsin,27,3-7,0-0,0-3,1,2,3,2,2,0,3,1,6,True,False,False,False,22.0,3136996,E. Happ,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3136996.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
488,Brad Davison,Wisconsin,35,5-10,2-6,6-8,0,7,7,3,2,0,1,1,18,True,False,False,False,34.0,4277993,B. Davison,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277993.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
489,D'Mitrik Trice,Wisconsin,21,2-9,1-5,2-2,0,2,2,2,0,0,1,2,7,True,False,False,False,0.0,4066413,D. Trice,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066413.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
490,Khalil Iverson,Wisconsin,32,5-8,0-0,6-8,5,4,9,1,2,1,3,3,16,True,False,False,False,21.0,3908322,K. Iverson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908322.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
491,Aleem Ford,Wisconsin,3,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,2.0,4066414,A. Ford,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066414.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
492,Charles Thomas IV,Wisconsin,2,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,15.0,3908321,C. Thomas IV,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908321.png,Forward,F,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
493,Kobe King,Wisconsin,20,1-4,0-1,0-0,0,2,2,0,0,0,1,1,2,False,False,False,False,23.0,4277992,K. King,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277992.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
494,Brevin Pritzl,Wisconsin,31,2-7,1-4,1-2,4,6,10,1,0,1,1,0,6,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082356,2019,2,2019-02-19
524,Matt Haarms,Purdue,32,8-8,1-1,4-4,5,5,10,1,0,5,0,1,21,True,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
525,Grady Eifert,Purdue,32,4-7,2-3,1-3,2,4,6,2,1,0,0,2,11,True,False,False,False,24.0,3906670,G. Eifert,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906670.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
526,Nojel Eastern,Purdue,33,5-10,0-0,4-5,0,6,6,6,2,0,1,0,14,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
527,Carsen Edwards,Purdue,40,8-14,2-5,5-8,0,2,2,0,2,1,6,3,23,True,False,False,False,3.0,4066407,C. Edwards,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066407.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
528,Ryan Cline,Purdue,38,1-6,0-4,0-0,0,8,8,7,2,0,3,3,2,True,False,False,False,14.0,3906675,R. Cline,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906675.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
529,Trevion Williams,Purdue,8,1-2,0-0,0-0,2,0,2,0,0,0,1,3,2,False,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
530,Aaron Wheeler,Purdue,8,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
531,Eric Hunter Jr.,Purdue,7,0-1,0-1,0-0,1,0,1,0,0,0,2,1,0,False,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
532,Sasha Stefanovic,Purdue,2,0-1,0-1,0-0,0,0,0,0,1,0,1,1,0,False,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082358,2019,2,2019-02-28
740,Zion Williamson,Duke,29,11-15,0-2,3-6,2,4,6,4,2,2,2,0,25,True,False,False,False,1.0,4395628,Z. Williamson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395628.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
741,Cam Reddish,Duke,22,4-12,3-7,2-7,0,2,2,1,0,1,4,4,13,True,False,False,False,2.0,4395627,C. Reddish,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395627.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
742,RJ Barrett,Duke,27,9-18,2-4,2-3,3,6,9,1,1,2,5,5,22,True,False,False,False,5.0,4395625,R. Barrett,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395625.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
743,Marques Bolden,Duke,23,0-0,0-0,0-2,2,1,3,2,2,3,1,2,0,True,False,False,False,20.0,4065652,M. Bolden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065652.png,Center,C,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
744,Tre Jones,Duke,32,6-10,0-2,3-3,2,3,5,8,2,0,0,3,15,True,False,False,False,3.0,4395626,T. Jones,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395626.png,Guard,G,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
745,Jack White,Duke,30,2-5,2-5,2-2,1,5,6,0,0,1,0,3,8,False,False,False,False,41.0,4065653,J. White,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065653.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
746,Javin DeLaurier,Duke,12,1-1,0-0,0-0,1,2,3,0,2,1,1,4,2,False,False,False,False,12.0,4065650,J. DeLaurier,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065650.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
747,Justin Robinson,Duke,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,50.0,3913178,J. Robinson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3913178.png,Forward,F,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
748,Antonio Vrankovic,Duke,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,30.0,3913177,A. Vrankovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3913177.png,Center,C,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
749,Alex O'Connell,Duke,11,0-2,0-0,5-6,0,1,1,0,1,0,1,1,5,False,False,False,False,5.0,4277846,A. O'Connell,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277846.png,Guard,G,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
750,Jordan Goldwire,Duke,11,0-0,0-0,0-0,0,0,0,0,1,0,0,2,0,False,False,False,False,14.0,4277845,J. Goldwire,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277845.png,Guard,G,Blue Devils,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,150,DUKE,001A57,401082368,2019,2,2018-11-28
885,Ignas Brazdeikis,Michigan,26,2-7,0-3,6-7,0,2,2,0,0,0,0,3,10,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
886,Jon Teske,Michigan,25,2-4,0-1,2-4,1,3,4,1,0,2,0,4,6,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
887,Jordan Poole,Michigan,39,8-13,2-6,0-0,0,5,5,2,0,0,1,2,18,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
888,Zavier Simpson,Michigan,39,5-10,0-2,2-2,0,1,1,3,0,0,0,1,12,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
889,Charles Matthews,Michigan,38,7-15,2-3,2-3,3,3,6,2,4,0,0,1,18,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
890,Brandon Johns Jr.,Michigan,13,4-5,0-0,0-0,3,5,8,0,0,1,0,1,8,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
891,Austin Davis,Michigan,3,1-1,0-0,0-0,0,1,1,0,0,0,0,4,2,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
892,David DeJulius,Michigan,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
893,Eli Brooks,Michigan,16,0-3,0-1,0-0,0,2,2,1,0,0,1,0,0,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082375,2019,2,2019-01-06
940,Trevion Williams,Purdue,13,3-3,0-0,2-3,0,4,4,1,0,2,0,3,8,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
941,Grady Eifert,Purdue,26,3-6,1-4,0-1,3,3,6,1,1,0,1,3,7,True,False,False,False,24.0,3906670,G. Eifert,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906670.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
942,Nojel Eastern,Purdue,32,4-8,0-0,2-3,2,8,10,2,1,1,2,2,10,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
943,Carsen Edwards,Purdue,38,6-18,3-10,5-6,0,4,4,7,3,0,2,1,20,True,False,False,False,3.0,4066407,C. Edwards,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066407.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
944,Ryan Cline,Purdue,33,3-5,2-4,0-0,0,2,2,1,0,0,3,1,8,True,False,False,False,14.0,3906675,R. Cline,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906675.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
945,Aaron Wheeler,Purdue,14,2-4,1-3,0-0,0,0,0,0,3,2,2,3,5,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
946,Evan Boudreaux,Purdue,2,0-1,0-0,0-0,1,1,2,1,0,0,0,0,0,False,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
947,Matt Haarms,Purdue,24,6-8,0-0,0-0,1,3,4,4,0,2,0,3,12,False,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
948,Eric Hunter Jr.,Purdue,8,0-2,0-1,0-0,0,0,0,0,0,0,1,1,0,False,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
949,Sasha Stefanovic,Purdue,10,0-0,0-0,0-0,0,1,1,0,2,0,0,3,0,False,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082378,2019,2,2019-01-19
969,Ignas Brazdeikis,Michigan,27,8-12,3-5,1-1,0,7,7,1,0,1,1,4,20,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082380,2019,2,2019-01-25
970,Jon Teske,Michigan,29,4-8,1-3,2-2,1,2,3,0,1,2,0,2,11,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082380,2019,2,2019-01-25
971,Jordan Poole,Michigan,34,2-7,2-5,0-0,0,3,3,1,3,1,2,4,6,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082380,2019,2,2019-01-25
