,athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
2171,Kobe King,Wisconsin,15,1-1,0-0,0-0,0,0,0,0,0,0,0,1,2,False,False,False,False,23.0,4277992,K. King,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277992.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082438,2019,2,2019-02-02
2172,Walt McGrory,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,3.0,4277991,W. McGrory,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277991.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082438,2019,2,2019-02-02
2173,Michael Ballard,Wisconsin,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,31.0,4066415,M. Ballard,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066415.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082438,2019,2,2019-02-02
2174,Brevin Pritzl,Wisconsin,21,2-2,2-2,0-0,0,3,3,0,1,0,0,0,6,False,False,False,False,1.0,3908320,B. Pritzl,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3908320.png,Guard,G,Badgers,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,275,WISC,A00002,401082438,2019,2,2019-02-02
2192,Trevion Williams,Purdue,10,3-4,0-0,0-0,2,1,3,0,0,0,0,4,6,True,False,False,False,50.0,4397246,T. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397246.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2193,Grady Eifert,Purdue,24,1-4,0-3,0-0,0,4,4,0,1,0,0,2,2,True,False,False,False,24.0,3906670,G. Eifert,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906670.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2194,Nojel Eastern,Purdue,33,2-6,0-0,0-0,5,3,8,1,0,0,0,2,4,True,False,False,False,20.0,4277984,N. Eastern,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277984.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2195,Carsen Edwards,Purdue,37,8-27,3-13,5-8,3,6,9,0,2,0,2,0,24,True,False,False,False,3.0,4066407,C. Edwards,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066407.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2196,Ryan Cline,Purdue,36,3-12,3-8,0-0,0,3,3,0,1,1,1,0,9,True,False,False,False,14.0,3906675,R. Cline,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906675.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2197,Matt Haarms,Purdue,22,1-6,0-1,4-6,3,5,8,1,0,1,0,5,6,False,False,False,False,3.0,4080105,M. Haarms,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4080105.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2198,Aaron Wheeler,Purdue,16,1-7,1-6,0-0,0,0,0,0,1,0,0,0,3,False,False,False,False,1.0,4277982,A. Wheeler,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277982.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2199,Evan Boudreaux,Purdue,7,1-2,0-0,0-0,0,0,0,1,0,1,0,2,2,False,False,False,False,12.0,3906964,E. Boudreaux,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906964.png,Forward,F,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2200,Eric Hunter Jr.,Purdue,8,0-1,0-1,0-0,0,0,0,2,0,0,0,1,0,False,False,False,False,2.0,4397243,E. Hunter Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397243.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2201,Sasha Stefanovic,Purdue,7,0-2,0-1,0-0,0,1,1,0,1,0,0,1,0,False,False,False,False,55.0,4277985,S. Stefanovic,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277985.png,Guard,G,Boilermakers,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,2509,PUR,B89D29,401082440,2019,2,2019-02-12
2220,Ignas Brazdeikis,Michigan,30,4-11,3-8,2-2,2,3,5,2,1,0,1,2,13,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2221,Jon Teske,Michigan,29,4-13,1-7,0-2,0,4,4,0,1,3,0,4,9,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2222,Jordan Poole,Michigan,34,2-7,0-3,4-4,0,4,4,3,1,0,1,0,8,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2223,Zavier Simpson,Michigan,33,4-6,2-2,2-2,0,5,5,8,2,0,1,2,12,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2224,Charles Matthews,Michigan,34,7-12,0-1,0-0,4,2,6,1,0,0,2,2,14,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2225,Brandon Johns Jr.,Michigan,4,0-1,0-0,0-0,0,1,1,0,1,0,0,3,0,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2226,Isaiah Livers,Michigan,25,3-6,1-4,0-0,0,4,4,1,0,1,0,0,7,False,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2227,David DeJulius,Michigan,6,1-2,0-1,0-0,0,0,0,0,1,0,0,0,2,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2228,Eli Brooks,Michigan,5,0-1,0-0,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082441,2019,2,2019-02-16
2265,Ignas Brazdeikis,Michigan,38,6-12,2-4,7-8,3,4,7,1,1,0,1,0,21,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2266,Isaiah Livers,Michigan,37,3-9,3-8,2-2,2,3,5,1,1,1,0,2,11,True,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2267,Jon Teske,Michigan,36,5-13,1-6,0-0,3,7,10,0,0,2,0,3,11,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2268,Jordan Poole,Michigan,38,4-12,0-1,4-4,0,1,1,2,2,0,0,1,12,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2269,Zavier Simpson,Michigan,32,6-7,0-1,0-1,1,3,4,10,0,0,2,3,12,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2270,Colin Castleton,Michigan,5,1-1,0-0,0-0,0,0,0,0,0,0,0,3,2,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2271,David DeJulius,Michigan,6,0-1,0-0,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2272,Eli Brooks,Michigan,8,0-2,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082444,2019,2,2019-03-03
2312,Ignas Brazdeikis,Michigan,22,3-10,1-5,5-7,1,3,4,1,0,1,1,2,12,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2313,Jon Teske,Michigan,28,5-11,0-0,3-6,4,4,8,0,1,4,0,3,13,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2314,Jordan Poole,Michigan,27,0-5,0-3,3-4,0,5,5,3,0,0,3,4,3,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2315,Zavier Simpson,Michigan,26,1-4,1-4,1-2,0,5,5,5,0,0,2,2,4,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2316,Charles Matthews,Michigan,28,5-12,0-4,0-5,3,4,7,0,0,0,3,2,10,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2317,Brandon Johns Jr.,Michigan,5,0-0,0-0,0-0,0,1,1,0,1,0,0,0,0,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2318,Colin Castleton,Michigan,2,0-2,0-1,0-2,0,2,2,0,0,0,1,2,0,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2319,C.J. Baird,Michigan,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,24.0,4283574,C.J. Baird,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4283574.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2320,Isaiah Livers,Michigan,25,3-5,2-4,0-0,2,6,8,3,0,2,0,1,8,False,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2321,Austin Davis,Michigan,8,2-5,0-0,1-3,3,0,3,0,1,1,0,1,5,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2322,Adrien Nunez,Michigan,3,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2323,David DeJulius,Michigan,4,0-1,0-1,0-0,0,1,1,0,0,0,1,1,0,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2324,Eli Brooks,Michigan,20,3-4,2-3,0-0,0,2,2,4,0,0,0,0,8,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082446,2019,2,2018-11-07
2337,Ignas Brazdeikis,Michigan,26,5-9,1-2,8-8,2,5,7,3,1,0,2,1,19,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2338,Jon Teske,Michigan,21,2-4,0-1,1-2,1,4,5,1,0,5,0,1,5,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2339,Jordan Poole,Michigan,32,1-5,0-3,1-2,0,5,5,1,1,2,2,2,3,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2340,Zavier Simpson,Michigan,28,0-3,0-1,0-0,0,4,4,7,0,0,1,0,0,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2341,Charles Matthews,Michigan,38,7-17,2-6,4-5,0,2,2,0,1,0,2,1,20,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2342,Brandon Johns Jr.,Michigan,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2343,Isaiah Livers,Michigan,26,2-8,0-4,3-4,3,7,10,1,2,2,1,1,7,False,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2344,Austin Davis,Michigan,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2345,Adrien Nunez,Michigan,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,False,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2346,David DeJulius,Michigan,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2347,Eli Brooks,Michigan,23,1-4,0-2,0-0,0,4,4,0,1,0,1,2,2,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082447,2019,2,2018-11-11
2348,Ignas Brazdeikis,Michigan,32,7-11,0-1,4-4,3,4,7,0,2,0,1,1,18,True,False,False,False,13.0,4397205,I. Brazdeikis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2349,Jon Teske,Michigan,23,0-1,0-1,0-1,0,2,2,1,1,1,0,2,0,True,False,False,False,15.0,4066378,J. Teske,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066378.png,Center,C,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2350,Jordan Poole,Michigan,27,3-7,1-4,0-0,0,1,1,1,1,0,1,3,7,True,False,False,False,2.0,4277956,J. Poole,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2351,Zavier Simpson,Michigan,32,4-9,0-1,1-3,0,4,4,6,5,1,2,3,9,True,False,False,False,3.0,4066377,Z. Simpson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066377.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2352,Charles Matthews,Michigan,36,7-13,0-4,5-7,2,2,4,0,1,3,0,0,19,True,False,False,False,1.0,3936297,C. Matthews,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3936297.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2353,Brandon Johns Jr.,Michigan,4,0-1,0-0,0-0,0,3,3,1,0,0,0,1,0,False,False,False,False,23.0,4397206,B. Johns Jr.,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397206.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2354,Colin Castleton,Michigan,3,1-2,0-0,0-0,2,1,3,0,0,0,0,1,2,False,False,False,False,12.0,4397204,C. Castleton,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397204.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2355,C.J. Baird,Michigan,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,False,False,False,False,24.0,4283574,C.J. Baird,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4283574.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2356,Isaiah Livers,Michigan,17,3-5,2-2,1-2,0,2,2,1,1,0,1,4,9,False,False,False,False,2.0,4277957,I. Livers,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277957.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2357,Austin Davis,Michigan,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,False,False,False,False,51.0,4066380,A. Davis,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066380.png,Forward,F,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2358,Adrien Nunez,Michigan,3,0-1,0-1,0-0,0,0,0,0,0,0,0,2,0,False,False,False,False,0.0,4397203,A. Nunez,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397203.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2359,David DeJulius,Michigan,3,1-2,1-2,1-2,0,0,0,0,0,0,0,0,4,False,False,False,False,0.0,4397202,D. DeJulius,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397202.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2360,Eli Brooks,Michigan,17,2-3,1-1,0-0,0,1,1,3,0,1,2,2,5,False,False,False,False,55.0,4277960,E. Brooks,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277960.png,Guard,G,Wolverines,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,130,MICH,00274c,401082448,2019,2,2018-11-14
2361,Jermaine Samuels,Villanova,13,1-3,1-3,0-0,1,2,3,0,0,0,1,3,3,True,False,False,False,23.0,4278588,J. Samuels,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278588.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2362,Dhamir Cosby-Roundtree,Villanova,17,1-2,0-0,3-4,2,3,5,0,0,1,1,1,5,True,False,False,False,21.0,4278586,D. Cosby-Roundtree,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278586.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2363,Eric Paschall,Villanova,32,3-14,0-1,4-4,2,4,6,1,1,0,3,1,10,True,False,False,False,4.0,3133817,E. Paschall,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3133817.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2364,Collin Gillespie,Villanova,34,1-3,0-0,3-4,0,4,4,3,0,0,5,3,5,True,False,False,False,2.0,4278585,C. Gillespie,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278585.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2365,Phil Booth,Villanova,33,2-8,2-6,3-3,0,1,1,0,0,1,4,2,9,True,False,False,False,5.0,3147656,P. Booth,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3147656.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2366,Saddiq Bey,Villanova,27,1-3,0-2,1-2,2,3,5,1,0,1,2,3,3,False,False,False,False,41.0,4397136,S. Bey,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397136.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2367,Cole Swider,Villanova,15,2-3,0-1,1-3,0,1,1,1,0,0,1,2,5,False,False,False,False,10.0,4397134,C. Swider,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397134.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2368,Brandon Slater,Villanova,5,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0,False,False,False,False,3.0,4397133,B. Slater,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397133.png,Forward,F,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2369,Jahvon Quinerly,Villanova,8,2-6,0-2,0-1,0,0,0,1,0,0,1,3,4,False,False,False,False,13.0,4397132,J. Quinerly,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397132.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
2370,Joe Cremo,Villanova,16,1-2,0-0,0-0,0,1,1,0,0,0,0,1,2,False,False,False,False,24.0,3918721,J. Cremo,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918721.png,Guard,G,Wildcats,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,222,VILL,123d7C,401082448,2019,2,2018-11-14
