,team_short_display_name,game_id,starting_lineup,athlete_display_name,min,oreb,dreb,reb,ast,stl,blk,to,pf,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,season,season_type,game_date,FGM,FGA,3PM,3PA,FTM,FTA,largest_lead,home_away,opponent_id,opponent_abbrev,points_per_min,prev_player_ppg,prev_player_points_per_min,game_total_points,game_number,Cleaned_position_bigs_guards,cum_average_opp_points_to_role,cum_average_opp_min_allowed_to_role,prev_3_games_opp_min_allowed_to_role,prev_3_games__opp_points_allowed_to_role,total_pts_allowed,prev_total_opp_ppg,Home,Starter_numeric,prev_avg_pts_to_role_pos,prev_avg_min_to_role_position,Big_man,Guard
477,Tennessee,401082994,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Derrick Walker,6,0,2,2,0,0,1,0,2,0,False,False,False,False,13.0,4278113,D. Walker,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278113.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-02,0,0,0,0,0,0,20.0,AWAY,96,UK,0.0,1.05,0.224,71,25,Big_man,13.167,10.621,10.756,9.0,71,75.833,0,0,7.333,7.333,1,0
478,Tennessee,401082994,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",John Fulkerson,16,1,1,2,1,0,1,0,2,0,False,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-02,0,1,0,0,0,0,20.0,AWAY,96,UK,0.0,3.7,0.255,71,25,Big_man,13.167,10.621,10.756,9.0,71,75.833,0,0,7.333,7.333,1,0
479,Tennessee,401082994,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Yves Pons,6,0,3,3,0,0,0,0,1,0,False,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-02,0,1,0,0,0,0,20.0,AWAY,96,UK,0.0,2.88,0.228,71,25,Guard,13.167,10.621,10.756,9.0,71,75.833,0,0,7.333,8.823,0,1
480,Tennessee,401082994,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bowden,28,0,2,2,1,2,0,1,2,9,False,False,False,False,23.0,4066213,J. Bowden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066213.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-02,4,9,1,3,0,0,20.0,AWAY,96,UK,0.32142857142857145,10.17,0.384,71,25,Guard,13.167,10.621,10.756,9.0,71,75.833,0,0,7.333,8.823,0,1
481,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Grant Williams,33,6,3,9,3,0,2,2,3,25,True,False,False,False,2.0,4066218,G. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066218.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,8,12,0,1,9,10,11.0,HOME,2,AUB,0.7575757575757576,19.92,0.623,80,27,Big_man,71.667,30.8,30.8,71.667,80,80.0,1,1,,,1,0
482,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Kyle Alexander,24,4,4,8,0,0,0,1,3,4,True,False,False,False,11.0,3918424,K. Alexander,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918424.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,2,4,0,0,0,0,11.0,HOME,2,AUB,0.16666666666666666,7.54,0.298,80,27,Big_man,71.667,30.8,30.8,71.667,80,80.0,1,1,,,1,0
483,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bone,37,1,2,3,7,0,0,1,0,17,True,False,False,False,0.0,4066212,J. Bone,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066212.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,7,15,2,8,1,2,11.0,HOME,2,AUB,0.4594594594594595,13.5,0.421,80,27,Guard,71.667,30.8,30.8,71.667,80,80.0,1,1,,,0,1
484,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Lamonte Turner,35,1,5,6,3,2,0,1,3,5,True,False,False,False,1.0,3948642,L. Turner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948642.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,2,10,1,8,0,0,11.0,HOME,2,AUB,0.14285714285714285,10.88,0.395,80,27,Guard,71.667,30.8,30.8,71.667,80,80.0,1,1,,,0,1
485,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Admiral Schofield,25,2,1,3,0,0,0,2,5,13,True,False,False,False,5.0,3918423,A. Schofield,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918423.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,4,9,3,4,2,2,11.0,HOME,2,AUB,0.52,16.31,0.522,80,27,Guard,71.667,30.8,30.8,71.667,80,80.0,1,1,,,0,1
486,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Derrick Walker,4,0,1,1,0,0,0,0,0,0,False,False,False,False,13.0,4278113,D. Walker,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278113.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,0,0,0,0,0,0,11.0,HOME,2,AUB,0.0,1.04,0.219,80,27,Big_man,8.333,11.5,11.5,8.333,80,80.0,1,0,,,1,0
487,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",John Fulkerson,7,0,1,1,0,0,0,1,1,0,False,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,0,1,0,0,0,0,11.0,HOME,2,AUB,0.0,3.48,0.24,80,27,Big_man,8.333,11.5,11.5,8.333,80,80.0,1,0,,,1,0
488,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jalen Johnson,4,0,0,0,0,0,0,1,1,0,False,False,False,False,2.0,4066216,J. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066216.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,0,0,0,0,0,0,11.0,HOME,2,AUB,0.0,1.94,0.274,80,27,Guard,8.333,11.5,11.5,8.333,80,80.0,1,0,,,0,1
489,Tennessee,401082996,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bowden,31,0,6,6,1,1,1,2,2,16,False,False,False,False,23.0,4066213,J. Bowden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066213.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-09,6,10,3,7,1,2,11.0,HOME,2,AUB,0.5161290322580645,10.2,0.385,80,27,Guard,8.333,11.5,11.5,8.333,80,80.0,1,0,,,0,1
490,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Grant Williams,34,2,6,8,6,2,1,5,5,18,True,False,False,False,2.0,4066218,G. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066218.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,6,13,1,2,5,6,9.0,HOME,2305,KU,0.5294117647058824,19.33,0.604,81,31,Big_man,,,,,81,,1,1,19.8,25.866,1,0
491,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Kyle Alexander,34,3,4,7,0,1,1,1,4,10,True,False,False,False,11.0,3918424,K. Alexander,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918424.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,4,7,0,1,2,3,9.0,HOME,2305,KU,0.29411764705882354,7.4,0.298,81,31,Big_man,,,,,81,,1,1,19.8,25.866,1,0
492,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bowden,35,1,3,4,1,0,1,2,3,4,True,False,False,False,23.0,4066213,J. Bowden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066213.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,2,6,0,3,0,0,9.0,HOME,2305,KU,0.11428571428571428,10.76,0.4,81,31,Guard,,,,,81,,1,1,43.167,32.628,0,1
493,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bone,40,2,4,6,5,1,1,1,1,16,True,False,False,False,0.0,4066212,J. Bone,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066212.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,6,10,2,3,2,2,9.0,HOME,2305,KU,0.4,13.3,0.413,81,31,Guard,,,,,81,,1,1,43.167,32.628,0,1
494,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Admiral Schofield,31,3,3,6,2,0,0,1,4,21,True,False,False,False,5.0,3918423,A. Schofield,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918423.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,9,22,2,8,1,3,9.0,HOME,2305,KU,0.6774193548387096,16.17,0.518,81,31,Guard,,,,,81,,1,1,43.167,32.628,0,1
495,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Derrick Walker,4,0,2,2,0,0,0,1,1,0,False,False,False,False,13.0,4278113,D. Walker,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278113.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,0,1,0,0,0,1,9.0,HOME,2305,KU,0.0,0.96,0.202,81,31,Big_man,,,,,81,,1,0,3.5,10.5,1,0
496,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",John Fulkerson,8,1,1,2,2,0,0,3,4,0,False,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,0,1,0,0,0,0,9.0,HOME,2305,KU,0.0,3.45,0.252,81,31,Big_man,,,,,81,,1,0,3.5,10.5,1,0
497,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Yves Pons,12,0,1,1,0,0,0,0,0,2,False,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,1,2,0,1,0,0,9.0,HOME,2305,KU,0.16666666666666666,2.68,0.226,81,31,Guard,,,,,81,,1,0,9.167,11.792,0,1
498,Tennessee,401096957,"{'Grant Williams', 'Jordan Bone', 'Jordan Bowden', 'Kyle Alexander', 'Admiral Schofield'}",Lamonte Turner,27,0,3,3,3,1,0,0,3,10,False,False,False,False,1.0,3948642,L. Turner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948642.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2018-11-24,3,13,2,9,2,2,9.0,HOME,2305,KU,0.37037037037037035,10.38,0.369,81,31,Guard,,,,,81,,1,0,9.167,11.792,0,1
499,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Grant Williams,31,3,4,7,1,1,1,0,4,20,True,False,False,False,2.0,4066218,G. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066218.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,5,10,1,2,9,11,5.0,HOME,96,UK,0.6451612903225806,19.19,0.602,165,33,Big_man,62.571,29.086,29.067,54.667,82,75.143,1,1,30.571,27.25,1,0
500,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Kyle Alexander,16,2,1,3,0,1,1,3,5,2,True,False,False,False,11.0,3918424,K. Alexander,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918424.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,1,2,0,0,0,0,5.0,HOME,96,UK,0.125,7.75,0.306,165,33,Big_man,62.571,29.086,29.067,54.667,82,75.143,1,1,30.571,27.25,1,0
501,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bone,36,0,1,1,5,0,0,1,0,18,True,False,False,False,0.0,4066212,J. Bone,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066212.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,4,8,2,4,8,8,5.0,HOME,96,UK,0.5,13.41,0.414,165,33,Guard,62.571,29.086,29.067,54.667,82,75.143,1,1,32.0,31.083,0,1
502,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Lamonte Turner,34,1,2,3,2,1,0,2,1,7,True,False,False,False,1.0,3948642,L. Turner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948642.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,3,9,1,4,0,0,5.0,HOME,96,UK,0.20588235294117646,10.13,0.36,165,33,Guard,62.571,29.086,29.067,54.667,82,75.143,1,1,32.0,31.083,0,1
503,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Admiral Schofield,35,1,2,3,5,1,0,0,3,21,True,False,False,False,5.0,3918423,A. Schofield,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918423.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,8,18,4,8,1,2,5.0,HOME,96,UK,0.6,16.44,0.527,165,33,Guard,62.571,29.086,29.067,54.667,82,75.143,1,1,32.0,31.083,0,1
504,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Derrick Walker,4,1,0,1,0,0,0,0,2,0,False,False,False,False,13.0,4278113,D. Walker,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278113.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,0,1,0,0,0,0,5.0,HOME,96,UK,0.0,0.93,0.195,165,33,Big_man,12.571,11.104,11.867,9.667,82,75.143,1,0,5.286,9.643,1,0
505,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",John Fulkerson,11,1,1,2,0,0,1,0,1,5,False,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,2,2,0,0,1,2,5.0,HOME,96,UK,0.45454545454545453,3.29,0.243,165,33,Big_man,12.571,11.104,11.867,9.667,82,75.143,1,0,5.286,9.643,1,0
506,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Yves Pons,7,0,1,1,0,0,0,0,0,0,False,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,0,1,0,0,0,0,5.0,HOME,96,UK,0.0,2.57,0.217,165,33,Guard,12.571,11.104,11.867,9.667,82,75.143,1,0,7.286,12.139,0,1
507,Tennessee,401119821,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bowden,26,0,5,5,0,2,1,0,2,9,False,False,False,False,23.0,4066213,J. Bowden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066213.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-16,3,5,2,3,1,2,5.0,HOME,96,UK,0.34615384615384615,10.52,0.389,165,33,Guard,12.571,11.104,11.867,9.667,82,75.143,1,0,7.286,12.139,0,1
508,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Grant Williams,35,0,8,8,2,0,2,4,3,13,True,False,False,False,2.0,4066218,G. Williams,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066218.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,6,9,1,1,0,2,5.0,AWAY,2,AUB,0.37142857142857144,19.21,0.604,64,34,Big_man,69.75,30.8,30.4,69.667,64,80.0,0,1,37.25,29.312,1,0
509,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Kyle Alexander,14,1,4,5,1,0,1,1,1,2,True,False,False,False,11.0,3918424,K. Alexander,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918424.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,0,2,0,0,2,2,5.0,AWAY,2,AUB,0.14285714285714285,7.58,0.301,64,34,Big_man,69.75,30.8,30.4,69.667,64,80.0,0,1,37.25,29.312,1,0
510,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bone,33,1,2,3,2,0,0,3,1,11,True,False,False,False,0.0,4066212,J. Bone,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066212.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,5,12,1,3,0,0,5.0,AWAY,2,AUB,0.3333333333333333,13.55,0.416,64,34,Guard,69.75,30.8,30.4,69.667,64,80.0,0,1,32.5,33.248,0,1
511,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Lamonte Turner,36,0,3,3,2,1,0,4,3,24,True,False,False,False,1.0,3948642,L. Turner,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3948642.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,7,12,4,6,6,6,5.0,AWAY,2,AUB,0.6666666666666666,10.0,0.353,64,34,Guard,69.75,30.8,30.4,69.667,64,80.0,0,1,32.5,33.248,0,1
512,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Admiral Schofield,33,0,5,5,2,1,0,3,4,4,True,False,False,False,5.0,3918423,A. Schofield,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918423.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,1,8,0,2,2,3,5.0,AWAY,2,AUB,0.12121212121212122,16.58,0.529,64,34,Guard,69.75,30.8,30.4,69.667,64,80.0,0,1,32.5,33.248,0,1
513,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Derrick Walker,4,0,1,1,0,0,0,0,1,0,False,False,False,False,13.0,4278113,D. Walker,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278113.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,0,0,0,0,0,0,5.0,AWAY,2,AUB,0.0,0.89,0.188,64,34,Big_man,10.25,11.5,12.0,11.0,64,80.0,0,0,3.25,13.125,1,0
514,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",John Fulkerson,12,1,2,3,2,0,1,1,2,0,False,False,False,False,10.0,4066215,J. Fulkerson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066215.png,Forward,F,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,0,1,0,0,0,0,5.0,AWAY,2,AUB,0.0,3.34,0.249,64,34,Big_man,10.25,11.5,12.0,11.0,64,80.0,0,0,3.25,13.125,1,0
515,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Yves Pons,4,0,0,0,0,0,0,0,0,0,False,False,False,False,35.0,4278116,Y. Pons,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278116.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,0,0,0,0,0,0,5.0,AWAY,2,AUB,0.0,2.48,0.21,64,34,Guard,10.25,11.5,12.0,11.0,64,80.0,0,0,7.0,10.875,0,1
516,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jalen Johnson,2,0,0,0,0,0,0,0,0,0,False,False,False,False,2.0,4066216,J. Johnson,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066216.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,0,1,0,1,0,0,5.0,AWAY,2,AUB,0.0,1.7,0.239,64,34,Guard,10.25,11.5,12.0,11.0,64,80.0,0,0,7.0,10.875,0,1
517,Tennessee,401119822,"{'Lamonte Turner', 'Grant Williams', 'Jordan Bone', 'Kyle Alexander', 'Admiral Schofield'}",Jordan Bowden,27,0,1,1,0,0,1,1,3,10,False,False,False,False,23.0,4066213,J. Bowden,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066213.png,Guard,G,Volunteers,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,2633,TENN,EE9627,2019,2,2019-03-17,4,6,2,2,0,0,5.0,AWAY,2,AUB,0.37037037037037035,10.47,0.387,64,34,Guard,10.25,11.5,12.0,11.0,64,80.0,0,0,7.0,10.875,0,1
518,Texas Tech,401082677,"{'Jarrett Culver', 'Davide Moretti', 'Matt Mooney', 'Norense Odiase', 'Tariq Owens'}",Tariq Owens,29,0,4,4,0,0,1,1,1,6,True,False,False,False,11.0,3149059,T. Owens,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3149059.png,Forward,F,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,2641,TTU,C80025,2019,2,2018-12-21,2,7,0,1,2,4,8.0,HOME,150,DUKE,0.20689655172413793,,,58,1,Big_man,62.667,28.6,28.6,62.667,58,81.667,1,1,30.0,23.5,1,0
519,Texas Tech,401082677,"{'Jarrett Culver', 'Davide Moretti', 'Matt Mooney', 'Norense Odiase', 'Tariq Owens'}",Norense Odiase,23,2,5,7,1,1,0,1,3,7,True,False,False,False,32.0,3133632,N. Odiase,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3133632.png,Center,C,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,2641,TTU,C80025,2019,2,2018-12-21,3,4,0,0,1,1,8.0,HOME,150,DUKE,0.30434782608695654,,,58,1,Big_man,62.667,28.6,28.6,62.667,58,81.667,1,1,30.0,23.5,1,0
520,Texas Tech,401082677,"{'Jarrett Culver', 'Davide Moretti', 'Matt Mooney', 'Norense Odiase', 'Tariq Owens'}",Davide Moretti,24,0,1,1,0,0,0,3,1,3,True,False,False,False,25.0,4277930,D. Moretti,https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277930.png,Guard,G,Red Raiders,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,2641,TTU,C80025,2019,2,2018-12-21,0,3,0,0,3,3,8.0,HOME,150,DUKE,0.125,,,58,1,Guard,62.667,28.6,28.6,62.667,58,81.667,1,1,39.0,27.67,0,1
