team_id,team_name,pace_rating,pace_rank,ESPN_conference_id,conference_name,kenpom_name,Tempo,AdjTempo,RankTempo,RankAdjTempo
251,Texas,6.5192844504339975,340,8,Big 12,Texas,64.4321,63.774,339,336
2097,Campbell,6.4351869845863074,341,6,Big South,Campbell,63.1272,62.4149,349,345
2006,Akron,6.411536240518787,342,14,MAC,Akron,63.6546,62.0843,343,352
2168,Dayton,6.40909973827886,343,3,A10,Dayton,64.4202,63.0815,340,344
2771,Merrimack,6.395962051671668,344,19,Northeast,Merrimack,63.5076,62.175,346,350
2430,UNC Greensboro,6.342600131762967,345,24,Southern,UNC Greensboro,62.9771,62.2319,351,349
222,Villanova,6.336870699513838,346,4,Big East,Villanova,63.5883,62.3285,344,347
221,Pittsburgh,6.263018602285298,347,2,ACC,Pittsburgh,64.2129,63.98,342,332
160,New Hampshire,6.205261433712014,348,1,American East,New Hampshire,62.8611,62.2834,352,348
259,Virginia Tech,6.1910133843266895,349,2,ACC,Virginia Tech,63.584,63.3097,345,340
91,Bellarmine,6.164366737735905,350,46,ASUN,Bellarmine,63.3471,62.0162,348,353
85,IUPUI,6.124266295782501,351,45,Horizon,IUPUI,63.0657,62.3385,350,346
294,Jacksonville,6.022005410794372,352,46,ASUN,Jacksonville,62.301,61.4961,356,356
213,Penn State,6.011119782905747,353,7,Big 10,Penn St.,62.8196,61.9866,353,354
278,Fresno State,5.964885603269,354,44,MWC,Fresno St.,62.3547,61.7589,355,355
79,S Illinois,5.790862113932931,355,18,MVC,Southern Illinois,62.8183,62.1358,354,351
2005,Air Force,5.680308786504945,356,44,MWC,Air Force,63.428,63.2371,347,342
249,North Texas,5.150296911151129,357,11,Conference USA,North Texas,60.2747,59.2851,357,358
258,Virginia,4.768129186272226,358,2,ACC,Virginia,59.9704,59.4882,358,357
